lat,lon,fullnamero
-7.930466,158.81244,Pilena Island
-7.609428,158.783152,Pilena Faa Island
-7.60422,158.812891,Pighuhuo Island
-7.586867,158.760115,Piatanavaka Island
-7.9717,159.347479,Nuha Island
-7.543266,158.417516,Nohatilo Island
-7.481053,158.363986,Nohatilo Island
-6.952076,156.024533,Koroia Ang Island
-6.950697,156.019501,Koroiaang Hanohanoang
-6.979866,156.018798,Koroaka Island
-7.09239,155.861975,Kopokopana Point
-7.105177,155.791348,Konagalua
-7.105177,155.791348,Konagaluai Island
-6.927226,156.052149,Kokorakai Point
-6.97264,155.749427,Kokohale Point
-7.375348,155.582383,Mount Kohalia
-6.936951,156.056662,Koera Point
-7.42746,155.558106,Hetunu Point
-7.42746,155.558106,Hetuna Point
-7.42746,155.558106,Fetunu Point
-7.027226,155.679503,Harumukiki Islands
-8.027713,156.801348,Mburumburu Island
-8.312272,157.165467,Lola Island
-8.269792,157.132037,Nusa Lokete
-8.269792,157.132037,Nusa Lokete Island
-8.092299,156.846431,Logha Island
-8.092299,156.846431,Loga Island
-7.953172,156.711507,Liapari Island
-7.953172,156.711507,Liapara
-8.131535,156.9184,Leorava Island
-8.353302,157.22151,Nusulavata Island
-8.353302,157.22151,Nusalavata Island
-8.353302,157.22151,Lavata Island
-8.212722,157.107617,Nusa Lavata
-8.212722,157.107617,Nusa Lavata Island
-8.318883,157.211996,Kuri Point
-8.331233,157.159774,Kundu Point
-8.090986,156.532126,Kundu Point
-8.038917,156.803046,Kundukundu Point
-7.979308,156.938243,Kumbolavi Point
-7.979308,156.938243,Kumbolave Point
-7.043171,155.864733,Kiakia Point
-7.094505,155.848385,Kerukeruai Island
-6.993767,155.779861,Kengereal
-6.993767,155.779861,Kengereai Point
-7.050403,155.681062,Kaukauai Point
-7.019183,155.83283,Katuhi Island
-7.109215,155.874178,Kasiniai Point
-6.874783,156.03237,Kareki Point
-7.085838,155.67284,Karakohiai Point
-6.782036,156.045683,Kapisia Point
-6.778066,156.089605,Kanasata Island
-6.988777,156.047435,Kamare Point
-6.958106,155.726443,Komaliai
-6.958106,155.726443,Komaleai Point
-6.958106,155.726443,Kamaleai Point
-6.97654,155.562456,Narosiai Island
-7.408882,155.570388,Naka’ang Point
-7.406518,155.591465,Naghanagha Ang I Hasiluiai
-8.883907,159.987861,Mbakalaka Island
-8.913982,159.96144,Makafele Island
-8.913982,159.96144,Paronakaili Island
-8.913982,159.96144,Kolokonvuru
-8.913982,159.96144,Koronakaili Island
-8.872634,159.987096,Kolombai Island
-7.564658,158.425195,Ghonaimala
-7.564658,158.425195,Sheldon Point
-7.467205,158.644105,Sesehura Ite Island
-7.836331,159.017988,Sesehura Fa Island
-7.471063,158.653922,Sesehura Fa Island
-7.471063,158.653922,Sesehurafaa
-7.495275,158.382099,Sekoa Point
-7.470167,158.267224,Mount Sears
-8.174529,159.554726,Mount Sasari
-7.571657,158.723179,Sasakato Faa Island
-7.571657,158.723179,Sasakato Fa Island
-7.881186,158.765617,Sarokona Island
-7.588748,158.740749,Sarokona Island
-8.009565,158.923919,Sarao Island
-8.356387,157.851806,Natongo Island
-7.598013,158.774691,Sakatora Point
-7.943925,159.214622,Sakalina Point
-7.943925,159.214622,Sakalena Point
-7.574538,158.302469,Saeto Island
-7.574538,158.302469,Saelo Island
-7.544262,158.44582,Rofe Hill
-8.055793,158.973958,Rob Roy Point
-7.48637,158.634287,Retu Island
-7.695458,158.461329,Retuhivala Island
-7.695458,158.461329,Thomson
-7.815499,159.052742,Reta Island
-7.56546,158.323829,Reta Island
-8.119983,156.88669,lon Island
-8.119983,156.88669,Mbambanga Island
-8.119983,156.88669,Banbanga Island
-8.119983,156.88669,Bambanga Island
-8.196495,157.186954,Matinasimbuala Island
-8.149848,157.083901,Materumu Island
-8.149848,157.083901,Materuma
-8.065314,156.78163,Maringe Hill
-8.289113,157.158545,Marakumbo Island
-8.303597,157.123679,Manduluru Nomana Island
-8.299276,157.122101,Manduluru Hite Island
-8.143999,157.036504,Mandemangguta Island
-8.154254,157.076331,Malazeke Island
-8.111274,156.83814,Malakerava Point
-8.111274,156.83814,Malakarava Point
-8.134847,156.965697,Makuti Island
-8.134847,156.965697,Fairway
-8.071673,156.826885,Makamakara Point
-8.16844,156.983759,Lumo Nomana Island
-8.150346,157.090061,Lumberia Island
-7.031429,155.682201,Harumu Island
-6.982088,155.697901,Harapa Point
-7.067629,155.633368,Gomai Point
-7.016037,155.838127,Ghumoi Island
-6.944573,156.033388,Ghohuru Island
-6.904362,156.07993,Fauro Island
-7.070905,155.869712,Faisi Island
-6.893579,155.879896,Elo Island
-8.019432,156.585995,Inijaru Island
-8.019432,156.585995,Inuzaru Islet
-7.885452,156.495256,Nakaza Island
-7.823363,156.568333,Tokala Islet
-7.81626,156.563224,Jirundu Islet
-6.176514,159.372229,Kewobua
-6.176514,159.372229,Ke Uopua
-6.176514,159.372229,Candeleria Reef
-6.176514,159.372229,Roncador Reef
-6.176514,159.372229,Candelaria
-5.092167,159.406212,Palav Island
-5.092167,159.406212,Pelau
-5.092167,159.406212,Palau Island
-5.364478,159.642617,Pekahii
-5.364478,159.642617,Bekahi Island
-5.332974,159.422338,Ontong Java
-5.332974,159.422338,Ongtong Java
-5.332974,159.422338,Ontong Java Atoll
-5.332974,159.422338,Luangiua
-5.332974,159.422338,Bajos de la Candelaria
-5.332974,159.422338,Lord Howe Islands
-5.332974,159.422338,Lord Howe Atoll
-5.332974,159.422338,Leueneuwa Islands
-5.527788,159.622059,Makamea
-5.477114,159.700856,Luaniua
-5.477114,159.700856,Liueniua
-5.477114,159.700856,Leuneuwa Island
-5.477114,159.700856,Leueneuwa
-5.477114,159.700856,Leuaniua Island
-5.477114,159.700856,Luangiua
-5.477114,159.700856,Liuaniua
-5.477114,159.700856,Leuaniua
-5.506603,159.510027,Ke Pae
-5.459771,159.439892,Kemalu
-5.471077,159.281601,Keloma
-5.471077,159.281601,Kiloma Island
-5.421656,159.247499,Kekumounga
-5.458108,159.377851,Ke Ila
-5.458108,159.377851,Kalan
-6.868586,156.019424,Kahelea Point
-7.420775,155.543056,Cumming Point
-7.404575,155.569558,Buvuana Island
-6.995804,155.810187,Bolunghai Point
-7.106268,155.793149,Bokobokoai Island
-6.995079,155.821398,Boiluputu Island
-7.040445,155.618393,Boihitu Rock
-6.911627,156.049062,Bohea Point
-7.411738,155.54753,Biloviloina Island
-7.041228,155.863563,Beraraang Point
-6.955711,156.016327,Benana Island
-8.915281,159.965401,Naghotano Island
-8.915281,159.965401,Nagotana Island
-8.915281,159.965401,Nagotano Island
-8.915281,159.965401,Ngangotanga
-8.87841,159.96787,Mbodhoghori Island
-8.87841,159.96787,Borogohi Island
-9.363819,159.856309,Horambau Point
-8.337092,157.279115,Kilivirae Island
-8.337304,157.282895,Kiamba Island
-8.142297,156.903793,Karupenete Island
-7.941519,156.719735,Karokoni Island
-8.282582,157.20603,Karapata Lavata Island
-8.281426,157.20889,Karapata Hite Island
-8.313514,157.184697,Kambotinoni Island
-8.275339,157.117057,Kambomola Island
-7.935835,156.719142,Kalanga Island
-7.935835,156.719142,Kalona
-8.269934,157.14305,Kalala Nomana Island
-8.2697,157.154203,Nusa Kalala Hite Island
-8.2697,157.154203,Nusa Kalala Hite
-7.865804,157.007847,Kakaputa Point
-8.178144,157.181036,Ivivili Island
-8.076374,156.847719,Nusa Ivili
-8.076374,156.847719,Nusa Ivili Island
-8.076374,156.847719,Nusailvili
-8.244405,157.033879,Hunda Vaka Island
-6.833328,156.035418,Sarulea Point
-7.08588,155.687447,Sanaekiki Island
-6.99742,155.812486,Sanae Island
-6.842956,156.16465,Samarai Island
-6.969683,156.019917,Samanagho Island
-6.985971,155.765343,Saenai Point
-7.026608,155.67378,Saeghangmono Island
-6.893986,156.032391,Ruria Island
-7.011284,155.838466,Rokoai Island
-7.004876,156.047598,Rohae Island
-7.056793,155.688121,Riki Hill
-6.775647,156.028178,Purengsai Rocks
-7.059418,155.66727,Poruporu Island
-6.862138,156.037412,Popotoa Island
-7.094852,155.868006,Poporang Island
-6.881401,156.051224,Baobi Island
-6.881401,156.051224,Bauvo Island
-6.881401,156.051224,Baubo Island
-7.08093,155.86032,Bambagiai Hill
-7.04331,155.723967,Balo Hill
-6.991511,155.887477,Ballale Island
-6.991511,155.887477,Ballalei Island
-6.991511,155.887477,Ballalai Island
-6.991511,155.887477,Balalai Island
-6.991511,155.887477,Ballare
-6.991511,155.887477,Ballade
-6.988948,155.68642,Bakuluai Island
-8.003726,156.94639,Hirahirapa Island
-8.003726,156.94639,Pevu Island
-8.003726,156.94639,Nirahirapa Island
-8.952357,159.988965,Ndalakalau
-8.952357,159.988965,Njanjelakalau Island
-8.952357,159.988965,Dalakalau Island
-8.916071,159.982922,Dandalaka Island
-8.916071,159.982922,Ndandalaka Island
-9.383917,159.873963,Koilo Point
-9.495574,161.296547,Uwo
-9.536178,161.544391,Tatafa Point
-7.41624,155.564476,Stirling Island
-7.077517,155.63712,Sorolakaha Island
-7.012725,155.828711,Soipai Island
-7.020547,155.844589,Sivilua Island
-7.103156,155.715763,Sikuai Point
-7.079354,155.663157,Siau Point
-7.408333,155.549273,Siaua Island
-6.970047,156.064736,Sia Point
-6.864108,156.057843,Shortland Islands
-7.051671,155.769317,Shortland Island
-7.051671,155.769317,Shortland Insel
-7.051671,155.769317,Alu
-8.228837,157.01397,Nusa Soa
-8.228837,157.01397,Nusa Soa Island
-8.254299,157.12427,Nusa Siri Island
-8.254299,157.12427,Nusa Siri
-8.024595,157.416694,Mount Maerivi
-8.458897,158.054144,Lumaliha Island
-8.458897,158.054144,Lumalihe Island
-8.246228,157.781031,Chakakoaka Island
-8.319406,157.332458,Bethlehem Island
-8.400531,157.907617,Avavasa Island
-8.400531,157.907617,Avarasa Island
-8.361404,157.867922,Areke Island
-8.366109,157.563433,Araraso Point
-8.880286,159.991591,Seu Island
-8.923225,159.993944,Njareghana Point
-8.923225,159.993944,Hareghana Point
-8.923225,159.993944,Haregana Point
-8.943956,159.994537,Njanjetakalona
-8.943956,159.994537,Njanjelakalona Island
-8.943956,159.994537,Ndalakalona Island
-8.943956,159.994537,Dalakalona Island
-9.475929,159.847323,Belapoke Hill
-9.475929,159.847323,Mbelapoke Hill
-9.354536,159.847536,Mbarandoko Point
-9.343447,159.837629,Banina Point
-9.343447,159.837629,Mbanina Point
-9.343447,159.837629,Bunina Point
-9.428697,159.772567,Mbambachapatuhu Gorge
-7.9453,156.71929,Barambatu Island
-7.9453,156.71929,Mbarambatu Island
-7.9453,156.71929,Barombatu
-9.715706,159.707049,Cape Austen
-9.715706,159.707049,Maosambagha Point
-9.715706,159.707049,Masaubaga Point
-9.715706,159.707049,Masambaga Point
-9.727212,161.568773,Cape Zele’e
-9.727212,161.568773,Cape Nialahau
-9.527129,161.299051,Wara’e
-9.785662,161.970522,Contrariété
-9.785662,161.970522,Ulawa Island
-9.785662,161.970522,La Treguada
-9.505557,161.264799,Uhu Island
-9.30275,161.267039,To’oa Point
-7.015431,156.056951,Mavara Island
-7.015431,156.056951,Mavava
-8.27144,157.109487,Sipusai Island
-8.048356,156.817999,Sipi Undu Island
-8.278309,156.539147,Narovo
-8.278309,156.539147,Mandegusu
-8.278309,156.539147,Mandeghughusu
-8.278309,156.539147,Simbo Island
-8.278309,156.539147,Eddystone
-7.914228,157.12522,Shoulder Hill
-7.874391,156.597207,Serulando Point
-8.059662,156.822875,Sepo Point
-8.054217,156.8257,Sepo Kokiti Island
-7.931266,156.947325,Sausama Point
-8.310152,156.521722,Cape Satisfaction
-8.120066,157.069049,Sambira Point
-8.151537,157.14448,Saikarasa Island
-8.041058,156.775661,Sagheraghi Point
-8.281256,157.395726,Volani Island
-7.961439,157.476161,Visuvisu Point
-8.363218,157.290556,Vio Point
-8.463484,157.280686,Aghana Island
-8.463484,157.280686,Agana Island
-8.493056,157.851474,Mbateu Range
-8.473101,157.979451,Levichi
-8.423908,157.924819,Inawo Island
-9.357005,159.732994,Mount Gallego
-9.357005,159.732994,Vungana Ango
-9.00405,159.228424,Fulau
-9.056272,159.257807,Faila
-9.056272,159.257807,Faielau
-9.270142,159.699325,Mount Esperance
-9.270142,159.699325,Vuvunga
-9.260942,159.698776,Mount Chiromaghati
-9.696851,159.70975,Chachara Point
-9.639295,159.653859,Isunavaghu Point
-9.639295,159.653859,Cape Beaufort
-8.056179,156.563611,Mount Kela
-8.307689,157.14004,Kauvi Island
-8.112664,156.905608,Plum Pudding Island
-8.112664,156.905608,Kennedy Island
-8.112664,156.905608,Kasolo Island
-7.382801,155.558952,Treasury Islands
-7.365905,155.624916,Toaloko Point
-7.365905,155.624916,Toloko Point
-7.902949,156.95953,Vanga Point
-8.15889,157.157509,Valuvalu Island
-8.271063,157.165046,Umana Island
-8.265322,157.137761,Nusa Ukete Island
-8.265322,157.137761,Nusa Ukete
-7.785195,156.567298,Turovilu Island
-7.785195,156.567298,Renard
-8.099891,156.865556,latitude Island
-8.099891,156.865556,Nusa Tupe
-8.099891,156.865556,Nusatupi Island
-8.099891,156.865556,Nusatupe Island
-8.099891,156.865556,Nusatupe
-8.193535,157.213529,Tunguivili Point
-8.193535,157.213529,Tunguirili Point
-8.279484,157.113159,Nusa Tungu
-8.279484,157.113159,Nusa Tungu Island
-8.115886,156.871969,Tumalulu Island
-7.842428,157.070813,Tuki Point
-7.842428,157.070813,Lever’s Point
-7.842428,157.070813,Lever Point
-8.116093,157.077102,Tughagha Point
-7.971369,156.535878,Mount Tuara
-8.318498,157.189185,Tovivi Island
-8.037195,156.807325,Tomekondere Island
-7.881943,156.980622,Tombulu Point
-8.295285,157.18609,Tokutoku Island
-8.10962,156.816949,Titiana Point
-8.074826,156.836494,Nenga Point
-8.253747,157.114163,Ndurumena Island
-9.461178,159.809086,Redstone Ridge
-8.267492,157.443917,Rereke Point
-8.304512,157.438766,Rereghana Island
-8.304512,157.438766,Reregana Island
-8.469837,157.353398,Rendova Peak
-8.469837,157.353398,lonuoreke
-8.469837,157.353398,Uwoli
-8.482457,158.14075,Matiu Island
-8.482457,158.14075,Matui Island
-8.472889,158.059255,Matimbako Island
-8.472889,158.059255,Matimbaka
-8.100562,157.614722,Matilavata Island
-8.436921,157.979963,Matenana Island
-8.288762,157.370936,Masighe Island
-8.20104,157.695814,Manogholima Island
-8.20104,157.695814,Manoholima Island
-8.20104,157.695814,Mano Halima Island
-8.22221,157.678259,Manjuele Point
-8.245129,157.690036,Mount Mangela
-8.245129,157.690036,Nanggala Hill
-8.333057,157.622636,Mandeoru Ridge
-8.882165,159.971225,Vatusoma Point
-9.738123,159.993783,Mount Tasambara
-9.738123,159.993783,Mount Namolava
-9.428441,159.952687,Nahoniara Point
-9.62908,159.966958,Mount Mbutohaina
-7.006738,155.794511,Toanapina Point
-7.024226,155.839176,Tininighu Point
-7.075095,155.635132,Tiatiabeai Island
-7.408664,155.555324,Three Island
-7.10185,155.844914,Teulu Island
-6.86421,156.094897,Tauna Island
-7.039764,155.614653,Taukuna Island
-7.016721,155.596108,Tarae Island
-6.842906,156.155854,Tapanu Island
-7.015744,156.015606,Tairove Island
-7.018823,155.840662,Tagherutua Island
-7.03512,156.040527,Tagharai Island
-7.070533,155.647253,Patukaeai Island
-6.940638,155.943747,Papautameasina Rocks
-8.144853,157.049852,Patutoko Island
-8.191756,157.005116,Paturi Point
-8.191756,157.005116,Pature Point
-8.191756,157.005116,Lebrena
-8.154306,156.952382,Patuparao Island
-7.957753,156.94098,Patupaele Point
-8.143906,157.039013,Patukolombangara Rock
-7.973739,156.937713,Patsuata Point
-8.288931,157.149649,Patarekutu Island
-8.148853,157.122129,Pasapairi Island
-8.252492,157.099479,Paravoe Point
-8.120639,157.091519,Paparaka Point
-8.094141,156.877748,Panapagha Island
-8.094141,156.877748,Patipanga
-8.272758,157.159907,Pakopako Island
-8.283621,157.146433,Pakepake Island
-8.096229,156.786768,Pailango Point
-8.096229,156.786768,Pailono Point
-8.096229,156.786768,Pailone Point
-8.162962,156.967068,Pailerongoso Island
-7.925869,156.715153,Ozama Island
-8.120851,156.881812,Nusa Gharata Island
-8.120851,156.881812,Nusa Gharata
-8.172815,157.176281,Ghalughalu Point
-8.172815,157.176281,Galugalu Point
-7.917459,156.528392,Ghai Island
-7.917459,156.528392,Ghoi
-7.917459,156.528392,Pacific Island
-7.917459,156.528392,Wai Island
-7.917459,156.528392,Woi Island
-7.95961,156.699404,Esorolando Point
-8.112262,156.869001,Epangga Island
-8.112262,156.869001,Epanga
-9.392263,159.593029,Kole Point
-9.392263,159.593029,Koli Point
-8.381638,157.611806,Mandemanggota Island
-8.211658,157.66801,Malavari Island
-8.277434,157.434417,Malangari Island
-8.425676,157.794328,Mount Mahimba Kanikolo
-8.425676,157.794328,Mount Mahimba
-8.426839,157.892838,Mongo Moso Island
-8.426839,157.892838,Maghumboso Ulu Island
-8.423101,157.885306,Maghumboso Peka Island
-8.32025,157.245875,Gurasae Point
-8.028495,157.610518,Ghurava Point
-8.03535,157.613207,Ghurava Island
-8.03535,157.613207,Kolombagia Island
-8.03535,157.613207,Kokombagia Island
-8.03535,157.613207,Kolombagai Island
-8.497029,158.006519,Ghireghire Island
-8.497029,158.006519,Ngeringeri
-8.309965,157.331892,Gheliana Island
-8.490989,157.914247,Gharamana Island
-8.490989,157.914247,Heta Heta Island
-8.366058,157.849827,Ghailava Island
-8.172914,157.291093,Enoghae Point
-8.172914,157.291093,Entrance Point
-8.437941,157.969866,Embolo Island
-9.263439,159.659693,Kesao Point
-9.263439,159.659693,Kesau Point
-9.035248,159.280014,Kakou
-9.035248,159.280014,Kakau
-8.986891,159.219808,Hanavisi
-8.986891,159.219808,Hanawisi
-9.450076,160.049387,Bloody Ridge
-9.834419,160.616733,Mount Nasuha
-9.834419,160.616733,Nasugha
-9.692122,160.198003,Mount Vuro
-9.37102,160.216616,James Rock
-9.821542,160.815452,Wahere Island
-9.821542,160.815452,Komachu Island
-9.733402,160.122554,Choruchoru Pass
-9.660251,160.111174,Chembi Ridge
-9.732945,160.523592,Mount Vausu
-9.644352,160.112814,Jonapau
-9.644352,160.112814,Mount Chaunapaho
-9.842978,160.702488,Mount Valivalisi
-9.744988,160.493471,Mount Hanihanikaro
-9.509835,160.478383,Hall Point
-9.736502,160.190326,Tingge Tingge
-9.429014,160.084344,Red Beach
-9.429014,160.084344,Tenaru Beach
-9.732416,160.158346,Tavisana
-9.705816,160.711171,Vate-o Point
-9.705816,160.711171,Vata Eo Point
-9.72127,160.242403,Lumulumuchichi
-9.7117,160.157774,Mount latinarau
-9.7117,160.157774,Lamasi
-9.408746,160.177918,Koli Point
-9.49747,160.477314,Vulelua Island
-9.49747,160.477314,Neal Island
-9.693072,160.43209,Mount Vatupusau
-9.693072,160.43209,Mount Vatupuchau
-9.693072,160.43209,Mount Vatupochau
-9.693072,160.43209,Tabu
-9.922335,160.553048,Belatania Point
-9.922335,160.553048,Mbelatania Point
-9.529286,160.501334,Gera
-9.529286,160.501334,Bara Island
-9.529286,160.501334,Mbara Island
-9.840471,160.854004,Niu Island
-9.761732,160.655679,Mount Watabutalio
-9.761732,160.655679,Wata-Buta-Lia Mountain
-9.761732,160.655679,Lavatu
-9.761732,160.655679,Mount Na Vatu
-9.740082,160.807136,North Island
-9.740082,160.807136,Arona
-9.640128,160.20847,Haviha Ridge
-9.719897,160.153862,Sambanara
-9.704396,160.067621,Mount Kuruvembau
-9.704396,160.067621,Sambahatangi
-9.613306,160.197935,Mount Ndatovitu
-9.619334,160.17562,Guadalcanal Island
-9.619334,160.17562,Guadalcanar
-9.690148,160.163991,Chupu Na Ndoli
-9.672592,160.174423,Lion’s Head Mountain
-9.672592,160.174423,Lions Head
-9.672592,160.174423,Tabu
-9.672592,160.174423,Tuindumu
-9.672592,160.174423,Mount Tatuve
-9.630533,160.159104,Mount Taluva
-9.413291,160.196276,Togoma Point
-9.413291,160.196276,Tagoma Point
-9.413291,160.196276,Taghoma Point
-9.639046,160.128426,Mount Rauramba
-9.703461,160.061973,Tetena Haiacha
-9.703461,160.061973,Mount Popomanatseu
-9.703461,160.061973,Mount Popomanasiu
-9.703461,160.061973,Mount Popomanaseu
-9.703461,160.061973,Mount Popamanasiu
-9.703461,160.061973,Mount Popomansu
-9.703461,160.061973,Taanakoso
-9.726688,160.083162,Mount Tanareirei
-9.809049,160.83501,Keura Island
-9.809049,160.83501,Peura Island
-9.834294,160.875463,Stuart Point
-9.817838,160.838885,Siwairuka Island
-9.817838,160.838885,Somayu Island
-9.50582,160.610953,Rua Sura Islands
-9.50582,160.610953,Rura
-9.507431,160.6152,Rura
-9.507431,160.6152,Rua Sura Island
-9.766179,160.823763,Round Island
-9.576168,160.614736,Rere Point
-9.869328,160.869628,Lauvi Island
-9.869328,160.869628,Rauhi Island
-9.869328,160.869628,Entrance Island
-9.869328,160.869628,Lauvie Island
-9.869328,160.869628,Piauhi
-9.502165,160.598901,Rua Suli Island
-9.502165,160.598901,Papari Island
-9.52891,160.798449,Nura Island
-9.52891,160.798449,Nudha Island
-9.811017,160.884951,Honoa Island
-9.811017,160.884951,East Island
-9.944638,160.631709,Cape Henslow
-9.944638,160.631709,Henslow Point
-9.944638,160.631709,Keo na Ngali
-9.862541,160.830539,Sandy Cape
-9.778872,160.83193,Purvis Point
-9.846055,160.831076,Fintry Point
-9.846055,160.831076,Pintry Point
-9.815348,160.585501,Mount Pinau
-9.852798,160.834176,Graham Point
-9.794767,160.820221,Maruiapa
-9.794767,160.820221,Beagle Island
-9.660032,160.324254,Na Asa Gorge
-9.284673,160.342427,Pari Sulie
-9.284673,160.342427,Pari Sule
-9.284673,160.342427,Nugu Island
-9.284673,160.342427,Nughu Island
-9.549638,160.578537,Susu Point
-9.549638,160.578537,Tambusu Point
-9.599042,160.63957,Taluto’o Island
-9.599042,160.63957,Talatoa Island
-9.599042,160.63957,Talutoo Island
-9.599042,160.63957,Taaluto’o
-9.737127,160.795363,Komukomutou
-9.737127,160.795363,Symons Island
-9.510497,160.632458,Sura Kiki Island
-9.510497,160.632458,Rua Kiki Island
-9.719134,160.353878,Parijalu
-9.719134,160.353878,Mount Lambuhila
-9.826312,160.85007,Tavanipupu Island
-9.826312,160.85007,Crawford Island
-9.826312,160.85007,Cimiruka Island
-9.850441,160.838098,Malapina Island
-9.850441,160.838098,Ferguson
-9.850441,160.838098,Maraupia Island
-9.850441,160.838098,Maraunibina Island
-9.850441,160.838098,Maraunimbina Island
-9.863638,160.764569,Marau Peak
-9.821278,160.603092,Mount Kuvekuve
-9.857469,160.875821,Kosa Island
-9.857469,160.875821,Kosha Island
-9.735741,160.085663,Makaratanggoe
-9.726275,160.033932,Mount Makarakomburu
-9.405383,160.028608,Lungga Point
-9.405383,160.028608,Lunga Point
-9.82529,160.903124,Tawara’o Island
-9.82529,160.903124,Square Island
-9.833908,160.838673,Tawa’ihi Island
-9.815927,160.870606,Marapa Island
-9.815927,160.870606,Malapa Island
-9.766774,160.572649,Mount Manuchuma
-9.769825,160.807492,Point Mair
-9.565579,160.301136,Mount Supue
-6.72567,156.542764,Pandanduana Ridge
-7.28137,157.060671,Panae Point
-7.520893,157.728432,Ondolou Island
-7.520893,157.728432,Undalou Island
-7.403503,157.357077,Omalao Point
-7.410966,157.342905,Oesambe Point
-7.382845,157.243523,Sambeke Island
-7.314692,157.145004,Mount Sambe
-7.444118,157.654687,Salikana Island
-7.444118,157.654687,Salakana Island
-7.348492,157.580419,Sarima Island
-7.348492,157.580419,Saerema Island
-7.349558,157.094165,Runji Island
-6.973225,157.111425,Ruiana Island
-6.973225,157.111425,Ruingana Island
-7.369746,157.300109,Ruravaimboko Island
-7.369746,157.300109,Roraimboko Island
-7.36758,157.204237,Ropa Island
-7.414592,157.569312,Velaviru Island
-7.414592,157.569312,Vealaviru
-7.414592,157.569312,Rob Roy Island
-7.275829,157.37245,Reoreo Island
-7.275829,157.37245,Rereo Island
-7.494397,157.563714,South Island
-7.494397,157.563714,Rengi Island
-7.494397,157.563714,Rengge Island
-7.383141,158.182965,Remark Islet
-6.725933,156.397513,Pachöpachömbaregho
-6.725933,156.397513,Redman Island
-7.542952,157.790341,Raverave Island
-7.542952,157.790341,Ravi Ravi
-7.542952,157.790341,Revirevi Island
-7.481273,157.579315,Rapitalata Island
-7.481273,157.579315,lon Island
-7.481273,157.579315,Raftelavata
-7.360182,157.186674,Puinambangara Island
-7.360182,157.186674,Purinambangara Island
-6.71472,156.674985,Borokuni Point
-6.771811,156.712309,Boliu Peak
-7.426532,157.492021,Bokala Island
-7.405266,158.135673,Bikolia Point
-7.349766,157.567366,Bembalama Island
-7.44065,158.217739,Mount Beaumont
-7.365421,158.220623,Bates Island
-7.449667,157.983245,Arnavon Islands
-7.449667,157.983245,Arnarvon Islands
-7.483699,158.050497,Maleivona Island
-7.483699,158.050497,Arnavon Island
-7.483699,158.050497,Arnarvon Island
-6.657891,156.473012,Arara
-6.657891,156.473012,Arora Mountain
-6.592556,156.492118,Cape Alexandra
-6.592556,156.492118,Cape Alexander
-7.741643,156.524138,Omauva Islet
-7.677578,156.696224,Malundu
-6.685963,156.396779,Parama Island
-6.590465,156.501479,Pandapanda Island
-7.619705,156.657048,Bai Point
-7.565776,156.609207,Vango Islnad
-9.773765,160.032023,Mount Legombi
-9.773765,160.032023,Mount Chakachaka
-7.388408,157.610744,Mananguni Island
-7.404244,157.323208,Mamalundurango Island
-7.404244,157.323208,Mamalalunduranggo Island
-7.385183,158.137673,Bikolia Island
-7.385183,158.137673,Molakobi
-7.385183,158.137673,Malakobi Island
-7.385183,158.137673,Molakabi
-7.355459,158.064671,Malaghara Island
-7.085089,157.006044,Mount Maitambe
-7.085089,157.006044,Mount Maitabi
-7.085089,157.006044,Mount Maetambe
-7.085089,157.006044,Gourdin
-7.04358,156.802197,Lupozinaka
-7.04358,156.802197,Mount Lupazinaka
-7.363184,157.113809,Poro Island
-7.399982,158.211511,Popu Island
-7.399982,158.211511,Lahiti
-7.351083,157.158156,Piro Island
-6.860961,156.970506,Pinipinikasu Point
-6.85853,156.87954,Pindini Peak
-7.428666,157.479276,Pelosoe Island
-7.424843,157.469824,Mary
-7.424843,157.469824,Pelolata Island
-6.845654,156.930884,Puruzama Point
-6.845654,156.930884,Parunjama Point
-7.372379,158.163508,Pareipoga Island
-9.818555,160.163236,Tataghogho Point
-9.775799,159.953747,Mount Tananggoranggora
-9.821517,160.033979,Tanambora Point
-9.810862,160.273723,Sughu Point
-7.088328,156.803933,Giloe Island
-7.088328,156.803933,Nggiloe Island
-7.171042,156.870518,Nggetombangara Island
-7.457278,157.473065,Ngangasi
-7.457278,157.473065,Ngangasa Island
-6.641222,156.39292,Duandua Point
-6.641222,156.39292,Nduandua Point
-7.403022,157.382364,Nanbunamboko Point
-6.856389,156.966196,Nanango Island
-6.856389,156.966196,Nananggo Island
-7.450446,157.453883,Muzo Island
-7.223392,157.296838,Munggarokoso Point
-7.571819,156.567279,Motulu Island
-7.305252,157.473316,Monji Point
-9.745842,160.329098,Mount Vatutora
-9.749785,159.975349,Mount Vatuvisa
-9.749785,159.975349,Mount Vatusuangaghi
-9.74797,159.769873,Vatumbau Point
-9.774225,160.382982,Mount Vatu Horoi
-9.752897,160.08911,Mount Vatuchichi
-9.752897,160.08911,Lamasi
-6.761946,156.630753,Vovolapula Peak
-6.734421,156.408765,Visi Point
-7.200276,156.903952,Pelam Island
-7.200276,156.903952,Vendi Island
-7.185782,157.275708,Varungga Point
-7.185782,157.275708,Varunga Point
-7.094613,157.13517,Vanonggo Point
-7.447136,157.770265,Vagina
-7.447136,157.770265,Vaghena Island
-7.447136,157.770265,Waginna Island
-7.447136,157.770265,Wagina Island
-7.447136,157.770265,Vahena Island
-6.644882,156.616619,Vacho Island
