lat,lon,fullnamero
-6.25,146.283333,Kaiapit
-3.616667,152.4,Cape Nasen
-3.616667,152.4,Cape Nasan
-11.116667,152.316667,Nasakoli Islet
-11.116667,152.316667,Nasakoli Island
-10.55,150.9,Kaura Point
-3.766667,143.933333,Kaup Bluffs
-5.266667,141.616667,Mount Kafani
-8.416667,151.133333,Kadataiveakwa Point
-8.416667,151.133333,Kadalaiveakwa Point
-8.516667,150.983333,Kadalawa Point
-9.237222,147.860278,Mount Nisbet
-9.466667,148.133333,Niori Group
-6.3,149.75,Bamall Island
-6.3,149.75,Bamal Island
-9.116667,147.283333,Mount Frank Lawes
-2.916667,151.983333,Fotombar Point
-9.533333,147.233333,Pyramid Point
-9.333333,147.066667,Pyramid Hill
-9.333333,147.066667,Pyramidal Hill
-7.616667,146.066667,Ami Anga Mountains
-2.716667,141.316667,Bibiorli Hills
-2.833333,151.033333,Lavalai Head
-4.816667,151.683333,Ailo Point
-11.316667,154.116667,Chaude Peak
-8.433333,143.283333,Kunagimini Islands
-8.433333,143.283333,Kuragimini Islands
-8.433333,143.283333,Kuruagimini Island
-6.066667,143.65,Mount Mila
-5.1,141.433333,Iram Valley
-8.5,146.9,Mount Afiafi
-8.333333,143.083333,Dogope Island
-9.4,147.1,Huhunama Hill
-9.4,147.1,Huhunamo
-8.733333,146.616667,Bioto Landing
-8.733333,146.616667,Boitou Landing
-5.283333,150.05,Binnen Island
-6.15,149.05,Amalut Point
-10.633333,150.516667,Dahalali Point
-9.433333,147.15,Dagnome
-8.35,147.083333,Mount Arimu
-5.466667,148.95,Arimegi Island
-9.55,149.533333,Black Rocks
-10.6,151.216667,Black Rock
-2.816667,141.233333,Awao Hill
-6.1,149.05,Awang Island
-9.3,148.3,Mount Aveva
-9.3,148.3,Mount Avena
-9.3,148.3,Mount Avinia
-5.416667,149.633333,Magalaliai Island
-5.416667,149.633333,Unuwuk Island
-5.416667,149.633333,Mangalailai Island
-10.683333,152.616667,Point Bagga Bagga
-2.783333,150.983333,Bagaterre Head
-2.783333,150.983333,Bagatere Head
-6.1,149.45,Selp Island
-10.666667,150.483333,Bonarua Tau Tau Pusuri Island
-10.666667,150.483333,Bonarua-tau-tau-pusuri
-10.616667,150.616667,Bonarua Hili Hili
-10.616667,150.616667,Bonaloahilihili Island
-7.45,145.683333,The Bluff
-9.05,149.05,Butu Point
-5.45,150.816667,Lava Point
-5.45,150.816667,Bakoba Point
-10.566667,150.8,West Island
-10.566667,150.8,Didigilo Island
-10.566667,150.8,Didigili Island
-5.366667,143.1,Mount Karebei
-3.416667,143.416667,Cape Karawop
-5.433333,149.683333,Nugakau Island
-2.633333,150.533333,Nub Island
-2.633333,150.533333,Nubils Island
-5.466667,141.666667,Mount Sari
-6.05,143.616667,Mount Sarep
-9.116667,148.516667,Manunu
-9.116667,148.516667,Mount De Vis
-9.116667,148.516667,Mida Vis
-2.666667,150.316667,Benge Point
-5.033333,150.116667,Mount Benda
-7,145.166667,Bevan Island
-10.533333,150.866667,Beuli Point
-9.916667,149.283333,Mount Baritun
-9.916667,149.283333,Mount Baratun
-6.116667,155.083333,The Bluff
-1.966667,146.6,Knope Island
-1.966667,146.6,Busumonie Island
-1.966667,146.6,Button Island
-9.39,147.015556,Boera Head
-9.39,147.015556,Bura Head
-5.066667,141.5,Mount Abemh
-6.316667,149.866667,Ampul Island
-9.65,150.616667,Sakirere
-9.65,150.616667,Amphlett Point
-9.25,150.833333,Amphlett Group
-9.25,150.833333,Amphett Group
-4.116667,152.4,Mushroom Rock
-2.066667,146.583333,Nabilau
-10.516667,149.816667,Nabagadila Island
-10.65,150.45,Iu Mountain
-4.15,151.566667,Pegelpfeiler Island
-3,152.05,Barangas Point
-10.2,148.466667,Baramata Point
-4.866667,141.15,Comb Peak
-4.866667,141.15,Gratzack
-9.433333,147.116667,Coglan Head
-9.033333,149.066667,Tomino Point
-9.033333,149.066667,Codys Point
-9.033333,149.066667,Tamina Point
-3.116667,142.383333,Arak Rock
-8.833333,146.55,D’Albertis Point
-7.35,147.216667,lonuerue Islands
-5.266667,145.783333,Urembo Island
-9.25,148.333333,Tobunuma Range
-4.2,151.733333,Urawas Island
-4.133333,152.433333,Spit Point
-4.133333,152.433333,Uraputput Point
-10.1,148.183333,Urapo Point
-10.1,148.183333,Petoagolo Point
-8.45,147.833333,Clarkes Fort
-9.466667,147.166667,Burns Peak
-11.233333,153.1,Bounce Point
-10.616667,150.666667,Dei Rena
-2.566667,150.3,Mount Diemling
-2.566667,150.3,Mount Deimling
-5.133333,145.6,Mount Kegel
-5.266667,142.183333,Omi Outlook
-8.166667,146.666667,Omeri Mountains
-9.616667,150.466667,Mount Nawaward
-9.616667,150.466667,Asher Peak
-9.65,150.7,D’Entrecasteaux Islands
-9.466667,147.6,Berebi Spur
-6.15,149.016667,Ausak Island
-9.483333,147.133333,Bogirohodobi
-6.1,149.033333,Ablaugul Island
-5,150,New Britain Archipelago
-5,150,Bismarck Archipelago
-2.766667,151.133333,Buat Point
-5.666667,142.95,Mount Be
-9.533333,150.516667,Auena Point
-10.65,150.733333,Bead Island
-10.65,150.733333,Beika Island
-5.25,154.566667,Mount Bei
-10.616667,150.75,Lolo Siwa Siwoi
-8.916667,146.683333,Mount Lolopata
-4.15,151.583333,Lolonadaula Island
-5.15,145.8,Riwo Island
-5.15,145.8,Ruo Island
-10.616667,150.75,Kai Rau Rau Uai Island
-5.566667,149.216667,Sand Island
-9.433333,147.1,Gladys Point
-7.9,147.2,Timeno Hill
-3.15,151.566667,Cape Timeis
-5.166667,141.133333,Deneb
-3.183333,151.783333,Cape Demogu
-10.666667,151.133333,Babagarai Islet
-10.666667,151.133333,Nasakuba
-10.916667,150.783333,Ana Karu Karua
-10.7,150.433333,Ana Augu Dana
-1.933333,146.616667,Browne Island
-9.683333,148.25,Mount Brown
-8.05,148.016667,Dead Mangrove Point
-5.216667,145.816667,Cape Kusseron
-5.216667,145.816667,Cape Kussoron
-5.216667,145.816667,Cape Kusserow
-6.05,154.866667,Cape Moltke
-6.05,154.866667,Cape Moitke
-7.216667,147.016667,Lababia Ridge
-10.416667,150.3,Pini Range
-6.1,149.033333,Pinip Island
-10.55,150.716667,Iguari Islands
-3.116667,142.366667,Pultata Rock
-3.116667,142.366667,Pultata Reef
-3.133333,142.316667,Pultalul Hill
-9.016667,149.1,Kaninend Point
-9.016667,149.1,Kanimeno Point
-9.016667,149.1,Collinson Point
-4.816667,152.166667,Langwarangaga Spur
-10.216667,150.4,Pora Ipuna Point
-10.666667,150.383333,Baia baia una Mountain
-10.666667,150.383333,Mount Baia Baia Una
-10.016667,147.966667,Animarupu Hill
-9.383333,147.733333,Mount Chalmers
-6.1,149.016667,Angup Island
-5.35,142.533333,Mount Aiagu
-10.55,149.85,Eagle Rock
-10.366667,149.533333,Island Bluff
-4.833333,152.166667,Mount Isimurigarik
-4.833333,152.166667,Mount Isimurigarok
-10.083333,147.716667,Irupara Point
-1.216667,144.283333,Meman Island
-6.5,145.833333,Kratke Range
-6.5,145.833333,Kratze Range
-6.5,145.833333,Kratke Mountains
-9.033333,142.133333,Strachan Island
-6.3,150.316667,Inibake Island
-7.933333,145.4,Auma Point
-7.933333,145.4,Aumana Point
-5.2,145.816667,Beliau Island
-5.2,145.816667,Beliao
-9.983333,149.733333,Belema Tableland
-8.2,148.066667,Damburabere Hills
-10.566667,149.9,Baruada Point
-8.983333,148.35,Mount Barton
-10.15,148.266667,Barragolo Island
-5.533333,148.55,Garingi Beach
-9.566667,150.583333,Edagwaba Range
-9.566667,150.583333,Mount Edagwaba
-6.3,150.3,Seilo Island
-10.783333,151.766667,Reef Islands
-3.15,141.966667,Palsore Hill
-5.633333,151.466667,Palm Point
-9.483333,147.1,Palli Palli Point
-9.483333,147.1,Pali Pali Point
-8.383333,150.666667,Nuarguta Island
-2.566667,150.816667,Cape Nuan
-6.816667,143.766667,High Ridge
-10.55,150.7,West Igwali Island
-10.55,150.7,West Iguari Island
-10.55,150.7,Mekinley Island
-8.783333,146.516667,Outlook Point
-9.8,150.766667,Puri
-9.8,150.766667,Deedes Point
-9.8,150.766667,Cape Deedes
-9.016667,149.283333,Aruapa Island
-9.016667,149.283333,Araupa Island
-4.65,149.316667,Chilling Island
-2.05,147.416667,Kumuli Island
-2.05,147.416667,Komula Island
-5.483333,150.866667,Bangulangula Island
-4.183333,151.583333,Dikarua Island
-6.283333,149.8,Dietrich Point
-6.283333,149.8,Deitrich Point
-9.483333,147.083333,Ahearn Point
-10.283333,150.483333,Cameron Plateau
-2.85,141.3,Ape Hills
-6.516667,146.016667,Mount Anzara
-6.283333,150.266667,Anuro Island
-5.016667,145.8,Barek Island
-6.4,146.75,Bare Hill
-3.55,142.283333,Mount Balgi
-4.65,149.533333,Cape Bodobodo
-5.216667,145.8,Bode Point
-6.1,149.416667,Arowak Island
-9.633333,149.783333,Cone Peak
-7.016667,141.5,Boboa Island
-8.7,147.35,Mount Boarara
-10.483333,150.383333,Boadia
-6.1,143.683333,Clancys Knob
-7.466667,147.233333,Boyen Island
-2.983333,150.783333,Beagle Point
-2.983333,150.783333,Beagel Point
-4.85,145.8,Bunu Point
-10.4,150.416667,Bismark Point
-4.8,152.9,Banamia Point
-4.666667,152,Baining Mountains
-10.9,150.75,Baiiri Island
-2.866667,141.033333,Brinoka Kloof
-2.866667,141.033333,Brinoka Gap
-6.3,150.316667,Dawok Island
-9.516667,147.05,Daugo Islands
-10.766667,150.683333,Castori Islets
-10.766667,150.683333,Castori Islands
-10.616667,150.033333,Cardale Rock
-8.35,142.733333,Canoe Island
-5.75,145.716667,Channing’s Saddle
-5.75,145.716667,Cannings Saddle
-8.933333,152.483333,Cam Point
-7.816667,145.183333,Auna Island
-7.816667,145.183333,Uana Island
-7.833333,145.216667,Alele Island
-10.35,150.366667,Aleford Islands
-7.683333,145.9,Albert Divide
-4.65,153.066667,Alas Rocks
-4.65,153.066667,Alas Islands
-10.683333,150.416667,Koia Kawasi
-10.7,150.416667,Koiabakura
-10.566667,150.7,Kabu Eru Eru
-10.566667,150.7,Kaba Eru Eru
-4.033333,144.5,Julian Hill
-4.033333,144.5,Julien Hill
-4.033333,144.5,Mount Julien
-8.033333,147.383333,Mount Groom
-3.166667,141.983333,Grofune Hill
-9.35,147.5,Liberi Bluff
-9.283333,142.75,Minimini Islet
-9.283333,142.75,Minimini Island
-9.283333,142.75,Minimi Islet
-9.233333,141.15,Shoalwater Point
-11.5,154.416667,Adele Islet
-5.416667,149.7,Sakulu Island
-5.694444,155.125,Toruta Island
-5.841667,155.2,Tiaraka Point
-5.925,155.333333,Borora Point
-10.583333,151,Hewoli Point
-10.6,150.983333,Mount Tuliluli
-5.408333,154.666667,Cape Hatupoona
-10.133333,149.916667,Mount Batau-una
-10.1,150.033333,Mount Pasi Pasi
-10.245833,150.491667,Mount Dimali
-5.252778,154.686111,Cape Suhin
-6.083333,155.366667,Ambun Rock
-6.816667,155.733333,Kangu Hill
-2.05,147.316667,Borono Island
-2.602778,150.588889,Konokorr
-2.681944,150.574722,Mausoleumberg
-2.408333,150.409722,Poskanai
-2.376389,150.366389,Ustsar
-9.038611,147.709444,False Gap
-10.6,149.983333,Dunudanu Point
-10.6,149.983333,Danudanu Point
-9.65,147.85,Saddle Hill
-9.666667,150.8,Samarai
-9.666667,150.8,Nesamari Island
-7.05,147.033333,Kela Point
-7.05,147.033333,Kila Point
-10.35,149.366667,Double Rock
-10.35,149.366667,Danava Rock
-10.35,149.366667,Danawa Islet
-2.783333,141.333333,Foni Hills
-10.6,150.333333,Mount Savarara
-9.499444,147.1875,Vabukori
-2.583333,147.35,Sand Island
-5.5,149.766667,Kautaga Island
-9.523889,147.284722,Motuhanua
-9.523889,147.284722,Motupore Island
-9.566667,149.433333,Oparea Island
-9.433333,147.083333,Cutler Point
-4.583333,159.366667,Ahowu Roto Island
-4.2,151.816667,Massikanapuka Island
-4.2,151.816667,Missikonapuka Island
-4.2,151.816667,Masikanapuka Island
-4.2,151.816667,Massikonapuka Island
-5.433333,142.216667,Hari Yaring
-9.483333,148.033333,Mount Ebree
-9.316667,142.566667,Daburamuba Point
-3.3,151.966667,Mount Bongmut
-6.3,155.85,Baikai Island
-6.933333,145.016667,The Peaks
-10.616667,150.016667,Bunaeba Island
-6.416667,147.5,Huon Peninsula
-6.25,155.033333,Paruata Island
-6.25,155.033333,Puruata Island
-5.25,145.783333,Yabob Island
-5.25,145.783333,Jabob Island
-5.716667,144.833333,Mount Oudarn
-5.716667,144.833333,Mount Udon
-5.716667,144.833333,Mount Herbert
-6.416667,143.833333,Mount Mundo
-9.466667,147.55,Vair Amau Peak
-10.566667,150.7,Isu Matumataiara
-10.566667,150.7,Isulailai Point
-10.516667,149.933333,Isubada Point
-10.45,150.333333,Gilemea
-3.2,151.65,Cape Ventran
-3.2,151.65,Ventran Point
-6.55,145.766667,Mount Piora
-2.7,150.716667,Mane Island
-2.7,150.716667,Namanne
-2.7,150.716667,Manei Island
-2.7,150.716667,Manne Island
-7.55,146.6,Bannon Lookout
-2.25,146.933333,Putyoma
-2.25,146.933333,Putjoma
-10.65,150.666667,Deika Deika
-10.65,150.666667,Deka Deka Island
-4.166667,151.583333,Lolonakuka Island
-4.266667,152.166667,Vulcan Point
-9.533333,147.25,Kirra Beach
-7.9,145.5,Kira Hari Hills
-6.266667,150.483333,Meibun Island
-10.116667,151.033333,Damatai
-10.116667,151.033333,Dowatai Point
-11.433333,154.1,Mio Point
-2,147.983333,Maranunu Point
-9.6,147.35,Barakau Hill
-6.766667,147.9,Tami Island
-6.766667,147.9,Kalal Island
-9.016667,146.95,Tatukava Island
-11.05,152.566667,Pana Tatoni Island
-11.05,152.566667,Pana Tatoni Islet
-5.533333,148.583333,Kauho Beach
-5.266667,143.25,Mount Tangoro
-10.683333,150.3,Kei-Eiwa Island
-6.133333,143.616667,Mount Pulim
-10.633333,150.566667,Gadogadoa Island
-10.633333,150.566667,Gado gado
-7.033333,147.066667,Salamaua Peninsula
-7.033333,147.066667,Salamoa Peninsula
-2.583333,150.083333,The Little Stone
-10.55,149.9,Striuni Point
-8.416667,151.1,Karakuba Point
-5.733333,145.783333,Sproggs Ridge
-10.35,152.1,East Island
-2.616667,150.483333,Nusandaul Island
-9.2,147.716667,Bezoa
-8.766667,146.65,Aropokina Landing
-4.383333,145.15,Bam Point
-3.883333,152.833333,Baimsin Island
-5.35,151,Hummock Head
-5.133333,145.816667,Tabad Island
-5.133333,145.816667,Tabat Island
-5.366667,141.133333,Observation Hill
-9.516667,147.216667,Tawata
-9.516667,147.216667,Tauwata
-2.883333,152.066667,Potumbaru Island
-6.666667,146.8,Wanum Hill
-9.483333,147.133333,Paga Hill
-9.483333,147.133333,Ela Hill
-9.483333,147.133333,Elakurukuru
-6.716667,146.766667,Gabensis Bump
-8.2,146.3,Tavioso Hill
-7.55,146.016667,Gena Range
-3.783333,144.183333,Casuarina Point
-4.966667,141.1,Mount Capella
-10.416667,151.5,Keaawan Island
-3.866667,144.016667,Marienberg Hills
-10.566667,150.716667,Button Island
-10.566667,150.716667,Kwauia Island
-10.566667,150.716667,Kwaui Island
-10.566667,150.716667,Kwaui Islet
-10.616667,150.65,Kwato Eina Kaba Kwasi
-5.966667,147.4,Gneisenau Point
-1.566667,149.616667,Ebanalu Island
-2.5,150.083333,Mount Kavillamas
-5.533333,148.533333,Natamo Point
-7.266667,146.616667,Manki Range
-6.266667,150.483333,Gurim Island
-5.183333,145.8,Schlangan Island
-5.183333,145.8,Schlangen Island
-7.333333,146.833333,Kuper Range
-7.333333,146.833333,Kuper Mountains
-7.016667,147.083333,Bornung Point
-7.016667,147.083333,Burnung Point
-7.016667,147.083333,Parsee Point
-4.316667,152.216667,Parkinson Point
-9.083333,149.316667,Onare Island
-2.9,141.316667,Omula Hills
-9.65,150.033333,Kairago Island
-9.65,150.033333,Kariwa
-9.65,150.033333,Kairaga Islet
-10.133333,150.233333,Aigura Point
-10.133333,150.233333,Algura Point
-10.616667,150.55,Mount Bossim
-5.1,145.8,Kananam Point
-5.1,145.8,Kanaman Point
-4.633333,141.05,Mauer Mountain
-4.633333,141.05,Wall Mountain
-10.6,150.033333,Isuleilei Point
-10.666667,150.8,Isu Bobo
-10.666667,150.8,Isubobo Island
-5.583333,155.083333,Cape Banowu
-9.9,149.75,Mount Momorei
-10.066667,150.05,Gubanaona Point
-2.466667,149.95,Au Island
-9.666667,150.983333,Scrub Islet
-2.558333,150.486944,Anelik
-8.666667,148.416667,Giropa Point
-8.666667,148.416667,Jiropa Point
-5.45,151.366667,Mount Miriau
-9.183333,152.8,Steep Point
-5.633333,144.616667,Wolwolga Peak
-6.316667,149.883333,Wisil Island
-10.133333,151.25,Small Island
-4.55,145.3,Kiramur Hill
-9.016667,146.966667,Buruka Point
-4.233333,152.166667,Beehives
-4.233333,152.166667,Bee-hive
-4.233333,152.166667,Beehive Rocks
-4.233333,152.166667,Dawapia Rocks
-9.518333,147.061111,Fisherman’s Island
-9.518333,147.061111,Daugo Island
-9.518333,147.061111,Tauko Island
-8.533333,147.35,Murray Pass
-7.3,143.866667,Omati Gorge
-7.966667,145.766667,Ipisi Point
-2.6,150.783333,Nago Island
-2.666667,150.6,Nusome Island
-2.666667,150.6,Nusamoa Island
-10.983333,153.333333,Bushy Islet
-3.566667,143.65,Mission Point
-9.333333,147.916667,Sari
-10.65,150.433333,Bitutu Mountain
-10.65,150.433333,Mount Bitutu
-9.233333,148.066667,Owalama Divide
-9.233333,148.066667,Owalama Range
-9.2,141.883333,Naguara Point
-9.2,141.883333,Maguara Point
-8.266667,147.383333,Mount Eni
-10.666667,150.266667,Lalaita Peak
-2.75,141.316667,Wasau Hills
-9.266667,148.483333,Swan Hill
-2.55,150.5,Schangenstein Island
-2.566667,150.5,Enalik Island
-5.75,154.916667,Emperor Range
-8.366667,146.983333,Mount Alaivani
-8.45,146.8,Mount Elieli
-10.583333,150.683333,Tautowatowola Point
-10.583333,150.683333,Werka Kata Keia
-10.583333,150.683333,Tautowatowolo Point
-6.883333,143.833333,Wa’a Valley
-1.95,146.65,Lewei Islet
-2.783333,151.933333,Mount Letam
-10.65,152.816667,Mount Nogulenan
-10.65,152.816667,Mount Sisa
-10.583333,149.95,Ulupotaoisalala Point
-6.283333,145.9,Mount Baronira
-4.616667,143.466667,Camel Back
-10.55,151.116667,Byron Island
-6.283333,155.7,Niniwiro Mountain
-10.583333,149.933333,Hatoumum Point
-10.583333,149.933333,Ekutotoro Point
-4.166667,152.45,Neu-Lauenburg-Inseln
-4.166667,152.45,Neu Lauenburg
-4.166667,152.45,Neu Lauenberg Group
-4.166667,152.45,Duke of York-Inseln
-4.166667,152.45,Duke of York Group
-4.166667,152.45,Duke of York Islands
-8.8,151.916667,Dugumenu Island
-8.8,151.916667,Dugumanu Island
-6.633333,147.883333,Matura Island
-5.183333,145.816667,Siar Island
-1.55,145.083333,South Point
-9.383333,147.566667,Smiths Saddle
-10.2,150.3,Hiohio Point
-10.633333,150.516667,Kemtai
-10.633333,150.516667,Kentai Islet
-5.266667,145.833333,Planet Rock
-9.05,149.316667,Hall Point
-9.416667,148.166667,Awoi-Hi
-10.083333,148.883333,Badiai Hill
-4.316667,145,Babangaua Point
-3.366667,143,Kulumnamina Hill
-3.366667,143,Kuluminamina Hill
-10.083333,149.966667,Gubagimore Point
-10.166667,148.733333,Pyramid Hill
-2.1,146.55,Anur Island
-5.133333,145.8,Duad Island
-9.583333,150.983333,Sanaroa Hill
-10.266667,150.783333,Haba Point
-8.633333,148.366667,Sanananda Point
-3.2,154.483333,Puna Island
-3.2,154.483333,Puna
-6.533333,145.916667,Mount Kautaira
-10.2,150.55,Excellent Point
-9.55,152.416667,Alcester Islands
-7.633333,141.383333,Nivani Island
-6.65,147.866667,Gingala Islands
-10.566667,150.8,Lamalamawai Point
-4.616667,149.333333,Wingoru Island
-4.616667,149.333333,Vingora Island
-4.816667,145.783333,Vidari Island
-5.15,145.833333,Gosem Island
-5.15,145.833333,Kuseem Island
-10.116667,151.266667,Skarakaragi Point
-10.116667,151.266667,Skarakara Point
-7.6,144.833333,Wami Point
-7.6,144.833333,Wame Point
-6.95,155.366667,Alungokaku Island
-3.183333,151.916667,Merago Island
-6.266667,146.616667,Erap Mountains
-9.95,147.766667,Manu Manu Hill
-11.166667,152.966667,Yakimoan Island
-9.366667,148.033333,Mount Goari
-4.516667,146.016667,Tuale Island
-4.516667,146.016667,Taule Island
-6.3,150.316667,Su Island
-6.3,150.316667,Su
-5.583333,149.483333,Wogiwog Island
-2.65,150.683333,Ungan Island
-2.666667,141.25,Kipri Hill
-1.533333,145.083333,Moron
-1.533333,145.083333,Luf Agomes
-1.533333,145.083333,Los Eremitanos
-1.533333,145.083333,Emeritanos
-1.533333,145.083333,Eremiten
-1.533333,145.083333,Hermit Inseln
-1.533333,145.083333,Ermitanos
-1.533333,145.083333,Hermit Group
-1.533333,145.083333,Hermit Islands
-9.233333,152.966667,Main Point
-9.45,147.283333,Mount Sadowa
-10.566667,150.216667,Cloudy Mountains
-10.566667,150.216667,Cloudy Mountain
-10.566667,150.216667,Mount Gugu Sari
-7.116667,147.083333,Knirps Islet
-7.116667,147.083333,Knirps Island
-7.116667,147.083333,Dot Island
-5.7,141.416667,Flint Island
-5.6,144.333333,Maragubui Pass
-5.6,144.333333,Marabugui Pass
-5.6,144.333333,Maragubul Pass
-6.133333,145.366667,The Knob
-5.5,149.1,Bitiku Island
-5.5,149.1,Biliku Island
-10.683333,150.366667,Iguari Kiu Kiu
-6.116667,155.25,Saddle Mountain
-6.116667,155.25,Sattelberg
-9.433333,147.083333,Veri Kaka Point
-9.433333,147.083333,Verikaka
-5.5,144.266667,Mount Meri
-4.966667,151.533333,Mount Tambi
-9.133333,153.033333,Direction Point
-10.583333,150.65,Isu Na Daga Dagai Wari
-9.855556,147.509444,Round Head
-9.855556,147.509444,Round Point
-9.516667,147.216667,Maata
-2.966667,152.05,Mount Beirari
-9,146.666667,Mount Boria
-9,146.666667,Mount Boris
-9.533333,147.416667,D’Urville Peak
-8.183333,143.633333,Duro Island
-11.2,153,Louisiade Archipelago
-4.283333,144.983333,Reamuna Islet
-9.333333,147.3,Magani Hill
-9.233333,147.783333,Lagorna Range
-2.783333,141.316667,Yakaru Hills
-6.283333,150.433333,Awas Island
-6.283333,150.433333,Walanguo Island
-6.3,155.85,Kombai Island
-6.616667,155.733333,Mount Lawrence
-6.616667,155.733333,Lawerenz Mountain
-5.3,142.533333,Mount Kinai
-5.366667,141.133333,Mount Kimbonamguve
-9.733333,150.75,Paipainina Point
-9.733333,150.75,Paipainana Point
-5.5,150.466667,Hoskins Peninsula
-5.3,141.7,Dap Range
-10.2,148.65,Eugenie Island
-10.2,148.65,Mariapohu Island
-6.133333,149.016667,Avungai Island
-9.5,147.116667,Lolorua Island
-9.5,147.116667,Lolorua Islands
-8.583333,151.1,Illasasa
-8.583333,151.1,Baimapu Island
-8.583333,151.1,Bomapau Island
-9.116667,146.916667,Abeisi Point
-9.273333,147.569444,Cusacks Twin Peak
-9.273333,147.569444,Cusacks Twin Peaks
-1.733333,142.85,Arawe Point
-1.733333,142.85,Arare Point
-4.766667,152.216667,Mount Arasum
-6.9,145.016667,Poon Mountain
-9.466667,147.1,Mavarololo
-8.516667,143.283333,Boromura Island
-9.433333,147.566667,Baruanumu Hill
-9.166667,149.316667,Sinapara Island
-9.166667,149.316667,Hardy Island
-9.166667,149.316667,Sinipara Island
-6.066667,149.35,Hela Point
-4.983333,145.8,Dadwai Island
-5.65,142.716667,Abzugari
-5.216667,145.816667,Pook Island
-11.066667,151.533333,Kosmann Island
-11.066667,151.533333,Maragili Islet
-11.066667,151.533333,Kosman Island
-11.066667,151.533333,Marigili
-6.55,145.8,Mount Koshida
-10.766667,150.416667,Barikoia Island
-10.766667,150.416667,Harikoia Island
-10.216667,149.2,Inskip Hill
-3.2,151.566667,Awaruat Island
-3.2,151.566667,Awarvat Island
-4.766667,141.016667,Mount Die Scharte
-8.4,147.25,Mount De Boismenu
-3.333333,151.783333,Bumborun
-3.333333,151.783333,Bumborum Island
-6.65,145.583333,Mount Tamiloa
-2.75,151.95,Mount Sokosung
-6.583333,146.883333,Yalu
-9.95,151.3,Hokoa Point
-7.766667,147.65,Cormoran Point
-9.940556,147.849722,MacGillivray Range
-9.441667,147.163889,Ugava Hill
-6.85,146.933333,Zenang
-6.85,146.933333,Sugarloaf
-5.483333,149.566667,Gamatua Island
-9.316667,147.05,Square Deal Hill
-5,145.816667,Dumdumun Island
-5,145.816667,Dumdumum Island
-5,145.816667,Dumduman Island
-4.233333,152.433333,Utuan Island
-1.666667,149.933333,Sanilu
-2.033333,147.433333,Losiu Island
-4.283333,144.966667,Ulamba Point
-11.316667,152.25,Ia Taui Islet
-11.316667,152.25,Ia Taui Island
-11.316667,152.25,Yotovi Island
-6.3,150.3,Montingteng Island
-11.2,153,Manbuan Point
-4.766667,157.083333,Sango
-6.3,155.833333,Paukai Island
-6.3,155.833333,Paukei Island
-11.3,154.216667,Te Point
-11.3,154.216667,Ie Point
-3.116667,142.383333,Tumleo Rock
-3.133333,142.383333,Lamak Rock
-3.133333,142.383333,Lamak Reef
-9.316667,148.416667,Siru-um Range
-9.316667,148.416667,Sibium Mountains
-4.566667,154.25,South Point
-4.583333,159.333333,Mahu Island
-5.033333,145.816667,Eilgun Island
-11.433333,154.05,Vamba Point
-11.433333,154.05,South West Point
-11.216667,153.05,Pipidai Point
-8.5,147.35,Mount Silisigoda
-2.766667,151.966667,Mount Panalia
-9.666667,150.016667,Rank Point
-9.516667,148.066667,Mount Obree
-6.283333,155.733333,Bawareboine Island
-10.35,150.666667,Mission Point
-5.7,151.45,Kuskus Islet
-1.583333,145.016667,Pechu Islet
-1.583333,145.016667,Peegue
-4.533333,146.05,Mangamarike Rock
-4.533333,146.05,Mangamarek Island
-4.533333,146.05,Mungamarik Rock
-8.5,151,Miligui Point
-7.466667,147.266667,Bnoto Point
-3.116667,141.133333,Mount Airu
-7.75,147.55,Adolf Mountain
-7.75,147.55,Mount Otilio
-6.283333,150.05,Adiwi Island
-9.85,150.883333,Double Peak
-5.033333,151.95,Brown Island
-8.8,146.516667,Yellow Cliff
-10.616667,150.7,Weku Sinibu Rock
-6.816667,155.833333,Popotala Islet
-6.816667,155.833333,Popotala Island
-5.408333,154.666667,Cape Kori
-8.016667,147.083333,Mount Batchelor
-10.566667,150.716667,Lesimano Island
-10.566667,150.716667,Brewer Island
-10.566667,150.716667,Lessamanu Island
-5.633333,145.016667,Mount Herbert
-8.116667,147.516667,Mount Atlee-Hunt
-5.533333,149.5,Kalmaruhi Island
-5.533333,149.5,Wura Island
-5.533333,149.5,Galimaruhi Island
-5.333333,141.35,Arip Valley
-2.816667,151.933333,Mount Tiro
-10.016667,150.916667,Sisiba Island
-10.016667,150.916667,Sesebai Islet
-10.016667,150.916667,Sesebai Island
-5.5,148.75,Cape Kiepert
-5.916667,144.8,Ru-Mapo Hill
-5.55,149.4,Muliagani Island
-5.55,149.4,Muligani Island
-5.55,149.4,Mulligni Island
-6.966667,155.516667,Kabukeal Island
-6.966667,155.516667,Kabukeai Island
-6.3,150.066667,Arili Island
-3.15,151.766667,Watungwunggusuk Island
-3.15,151.766667,Watunwunggusch Island
-3.15,151.766667,Watungwunggusuk Islet
-8.333333,143.316667,Baiabe Island
-8.633333,147.416667,Wharton Range
-5.6,145.333333,Sogram Island
-5.6,145.333333,Sagra Island
-5.5,150.1,Numundo Island
-10.533333,150.816667,Ibatitonea Point
-10.533333,149.85,Iawala Point
-10.85,150.983333,Lebrun Islands
-10.616667,150.016667,Susuwoyo Island
-9.55,150.483333,Pomoui Island
-10.2,150.383333,Awaula Point
