RC,UFI,UNI,LAT,LONG,DMS_LAT,DMS_LONG,MGRS,JOG,FC,DSG,PC,CC1,ADM1,POP,ELEV,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME_RO,FULL_NAME_RO,FULL_NAME_ND_RO,SORT_NAME_RG,FULL_NAME_RG,FULL_NAME_ND_RG,NOTE,MODIFY_DATE,DISPLAY,NAME_RANK,NAME_LINK,TRANSL_CD,NM_MODIFY_DATE,F_EFCTV_DT,F_TERM_DT
5,-1545233,-2200352,-9.689716,159.870211,9:41:23S,159:52:13E,57LWK9546428771,SC57-07,H,STM,,BP,0,,,,N,,Charivegheu,,CHARIVEGHEURIVER,Charivegheu River,Charivegheu River,CHARIVEGHEURIVER,Charivegheu River,Charivegheu River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545222,-2200341,-9.744387,159.807812,9:44:40S,159:48:28E,57LWK8860422743,SC57-07,H,STM,,BP,0,,,,N,,Charimasa,,CHARIMASARIVER,Charimasa River,Charimasa River,CHARIMASARIVER,Charimasa River,Charimasa River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545219,-2200338,-9.711045,159.868542,9:42:40S,159:52:07E,57LWK9527526413,SC57-07,H,STM,,BP,0,,,,N,,Charimalenga,,CHARIMALENGARIVER,Charimalenga River,Charimalenga River,CHARIMALENGARIVER,Charimalenga River,Charimalenga River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545211,-2200330,-9.717242,159.856223,9:43:02S,159:51:22E,57LWK9392225732,SC57-07,H,STM,,BP,0,,,,N,,Charikando,,CHARIKANDORIVER,Charikando River,Charikando River,CHARIKANDORIVER,Charikando River,Charikando River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545204,-2200322,-9.592028,159.938258,9:35:31S,159:56:18E,57LXK0295939553,SC57-07,H,STM,,BP,0,,,,V,,,,CHARIEMA,Chariema,Chariema,CHARIEMA,Chariema,Chariema,,2010-11-16,"1,2,3,4,5",,,,1993-09-01,,
5,-1545204,-2200323,-9.592028,159.938258,9:35:31S,159:56:18E,57LXK0295939553,SC57-07,H,STM,,BP,0,,,,N,,Chariena,,CHARIENARIVER,Chariena River,Chariena River,CHARIENARIVER,Chariena River,Chariena River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545201,-2200319,-9.557164,159.970436,9:33:26S,159:58:14E,57LXK0650143399,SC57-07,H,STM,,BP,0,,,,N,,Chariaravu,,CHARIARAVURIVER,Chariaravu River,Chariaravu River,CHARIARAVURIVER,Chariaravu River,Chariaravu River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545194,-2200310,-9.55049,159.835032,9:33:02S,159:50:06E,57LWK9164244175,SC57-07,H,STM,,BP,0,,,,N,,Charahi,,CHARAHIRIVER,Charahi River,Charahi River,CHARAHIRIVER,Charahi River,Charahi River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545189,-2200304,-9.709235,159.959133,9:42:33S,159:57:33E,57LXK0521326587,SC57-07,H,STM,,BP,0,,,,N,,Chaniura,,CHANIURARIVER,Chaniura River,Chaniura River,CHANIURARIVER,Chaniura River,Chaniura River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552220,-2209290,-9.274691,161.228074,9:16:29S,161:13:41E,57LYK4476874011,SC57-08,H,STM,,BP,0,,,,N,,,,TARIHU,Tarihu,Tarihu,TARIHU,Tarihu,Tarihu,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552204,-2209272,-9.475696,161.402132,9:28:33S,161:24:08E,57LYK6374851645,SC57-08,H,STM,,BP,0,,,,N,,,,TARAMATA,Taramata,Taramata,TARAMATA,Taramata,Taramata,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545750,-2201068,-7.948535,159.188834,7:56:55S,159:11:20E,57MWM2081221387,SB57-15,H,STM,,BP,0,,,,N,,,,GHEHE,Ghehe,Ghehe,GHEHE,Ghehe,Ghehe,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545734,-2201051,-7.915183,159.103128,7:54:55S,159:06:11E,57MWM1136725077,SB57-15,H,BAY,,BP,0,,,,N,,,,GHATEREBAY,Ghatere Bay,Ghatere Bay,GHATEREBAY,Ghatere Bay,Ghatere Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545712,-2201028,-7.541917,158.568678,7:32:31S,158:34:07E,57MVM5241766320,SB57-14,H,RF,,BP,0,,,,N,,,,GHANITAPIREEF,Ghanitapi Reef,Ghanitapi Reef,GHANITAPIREEF,Ghanitapi Reef,Ghanitapi Reef,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545685,-2201000,-7.550101,158.530365,7:33:00S,158:31:49E,57MVM4819165411,SB57-14,H,RF,,BP,0,,,,N,,,,GHAHIPAKAGILIREEF,Ghahipakagili Reef,Ghahipakagili Reef,GHAHIPAKAGILIREEF,Ghahipakagili Reef,Ghahipakagili Reef,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545381,-2200539,-7.96775,158.870257,7:58:04S,158:52:13E,57MVM8570119265,SB57-14,H,BAY,,BP,0,,,,N,,,,DEDEUBAY,Dedeu Bay,Dedeu Bay,DEDEUBAY,Dedeu Bay,Dedeu Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545375,-2200531,-7.544422,158.320162,7:32:40S,158:19:13E,57MVM2500066008,SB57-14,H,CHNM,,BP,0,,,,N,,,,DARTSOUND,Dart Sound,Dart Sound,DARTSOUND,Dart Sound,Dart Sound,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545113,-2200177,-7.900404,158.808094,7:54:01S,158:48:29E,57MVM7884726708,SB57-14,H,STM,,BP,0,,,,N,,,,BOTI,Boti,Boti,BOTI,Boti,Boti,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549417,-2205688,-10.256652,161.723563,10:15:24S,161:43:25E,57LYJ9835964948,SC57-12,H,STM,,BP,0,,,,N,,,,NAMO,Namo,Namo,NAMO,Namo,Namo,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549371,-2205631,-10.57381,162.154412,10:34:26S,162:09:16E,58LAP8857929724,SC57-12,H,STM,,BP,0,,,,N,,,,NAKUHU,Nakuhu,Nakuhu,NAKUHU,Nakuhu,Nakuhu,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549371,-2205622,-10.57381,162.154412,10:34:26S,162:09:16E,58LAP8857929724,SC57-12,H,STM,,BP,0,,,,V,,,,NAKOHU,Nakohu,Nakohu,NAKOHU,Nakohu,Nakohu,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1549359,-2205618,-10.711096,162.234715,10:42:40S,162:14:05E,58LAP9750914607,SC57-12,H,STM,,BP,0,,,,N,,,,NAKEREAPENA,Nakereapena,Nakereapena,NAKEREAPENA,Nakereapena,Nakereapena,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546033,-2201451,-10.683769,162.21968,10:41:02S,162:13:11E,58LAP9583617617,SC57-12,H,STM,,BP,0,,,,V,,,,HARIGARIVER,Hariga River,Hariga River,HARIGARIVER,Hariga River,Hariga River,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1546033,-2205296,-10.683769,162.21968,10:41:02S,162:13:11E,58LAP9583617617,SC57-12,H,STM,,BP,0,,,,V,,,,MCDONALD,McDonald,McDonald,MCDONALD,McDonald,McDonald,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1546033,-2201452,-10.683769,162.21968,10:41:02S,162:13:11E,58LAP9583617617,SC57-12,H,STM,,BP,0,,,,N,,,,HARIGHA,Harigha,Harigha,HARIGHA,Harigha,Harigha,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546014,-2201474,-10.456521,161.854656,10:27:23S,161:51:17E,57LZJ1253342698,SC57-12,H,STM,,BP,0,,,,V,,,,HAU,Hau,Hau,HAU,Hau,Hau,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1546014,-2201429,-10.456521,161.854656,10:27:23S,161:51:17E,57LZJ1253342698,SC57-12,H,STM,,BP,0,,,,N,,,,HAO,Hao,Hao,HAO,Hao,Hao,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545902,-2201395,-10.259804,161.277798,10:15:35S,161:16:40E,57LYJ4949864979,SC57-12,H,BAY,,BP,0,,,,V,,,,HANDABAY,Handa Bay,Handa Bay,HANDABAY,Handa Bay,Handa Bay,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1545902,-2207693,-10.259804,161.277798,10:15:35S,161:16:40E,57LYJ4949864979,SC57-12,H,BAY,,BP,0,,,,V,,,,RECHERCHEBAY,Recherche Bay,Recherche Bay,RECHERCHEBAY,Recherche Bay,Recherche Bay,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1545902,-2201286,-10.259804,161.277798,10:15:35S,161:16:40E,57LYJ4949864979,SC57-12,H,BAY,,BP,0,,,,N,,,,HADABAY,Hada Bay,Hada Bay,HADABAY,Hada Bay,Hada Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545901,-2201285,-10.262611,161.280954,10:15:45S,161:16:51E,57LYJ4984164666,SC57-12,H,STM,,BP,0,,,,N,,,,HADA,Hada,Hada,HADA,Hada,Hada,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545901,-2201394,-10.262611,161.280954,10:15:45S,161:16:51E,57LYJ4984164666,SC57-12,H,STM,,BP,0,,,,V,,,,HANDA,Handa,Handa,HANDA,Handa,Handa,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1551754,-2208714,-10.576498,162.042659,10:34:35S,162:02:34E,58LAP7634129313,SC57-12,H,STM,,BP,0,,,,N,,,,SUMARO,Sumaro,Sumaro,SUMARO,Sumaro,Sumaro,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551694,-2208631,-10.796106,162.272562,10:47:46S,162:16:21E,58LBP0173605235,SC57-12,H,HBR,,BP,0,,,,N,,,,STARHARBOUR,Star Harbour,Star Harbour,STARHARBOUR,Star Harbour,Star Harbour,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551429,-2208279,-10.259884,161.718016,10:15:36S,161:43:05E,57LYJ9774864595,SC57-12,H,BAY,,BP,0,,,,N,,,,SELWYNBAY,Selwyn Bay,Selwyn Bay,SELWYNBAY,Selwyn Bay,Selwyn Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551172,-2207930,-10.53372,162.131285,10:32:01S,162:07:53E,58LAP8600534139,SC57-12,H,STM,,BP,0,,,,V,,,,RUNAHA,Runaha,Runaha,RUNAHA,Runaha,Runaha,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1551172,-2207929,-10.53372,162.131285,10:32:01S,162:07:53E,58LAP8600534139,SC57-12,H,STM,,BP,0,,,,N,,,,RUNAGHA,Runagha,Runagha,RUNAGHA,Runagha,Runagha,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549285,-2205525,-10.598393,161.596788,10:35:54S,161:35:48E,57LYJ8415227241,SC57-12,H,BAY,,BP,0,,,,N,,,,MWAROTUBAY,Mwarotu Bay,Mwarotu Bay,MWAROTUBAY,Mwarotu Bay,Mwarotu Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545096,-2200123,-7.554608,158.437815,7:33:17S,158:26:16E,57MVM3798164900,SB57-14,H,BAY,,BP,0,,,,N,,,,BOHIBAY,Bohi Bay,Bohi Bay,BOHIBAY,Bohi Bay,Bohi Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545094,-2200121,-7.552736,158.449913,7:33:10S,158:27:00E,57MVM3931665109,SB57-14,H,STM,,BP,0,,,,N,,,,BOHI,Bohi,Bohi,BOHI,Bohi,Bohi,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545090,-2200115,-7.546155,158.431233,7:32:46S,158:25:52E,57MVM3725465834,SB57-14,H,BAY,,BP,0,,,,N,,,,BOBORUBAY,Boboru Bay,Boboru Bay,BOBORUBAY,Boboru Bay,Boboru Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545089,-2200114,-7.546865,158.438038,7:32:49S,158:26:17E,57MVM3800565756,SB57-14,H,STM,,BP,0,,,,N,,,,BOBORU,Boboru,Boboru,BOBORU,Boboru,Boboru,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545087,-2200112,-8.267575,159.345563,8:16:03S,159:20:44E,57LWL3805686105,SC57-03,H,RF,,BP,0,,,,N,,,,BOBOLEREEF,Bobole Reef,Bobole Reef,BOBOLEREEF,Bobole Reef,Bobole Reef,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553407,-2210782,-10.410653,161.733547,10:24:38S,161:44:01E,57LYJ9930847893,SC57-12,H,STM,,BP,0,,,,N,,,,WAIRAHA,Wairaha,Wairaha,WAIRAHA,Wairaha,Wairaha,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553405,-2210780,-10.827679,162.462545,10:49:40S,162:27:45E,58LBP2255401919,SC57-12,H,LK,,BP,0,,,,N,,,,LAKEWAIRAFA,Lake Wairafa,Lake Wairafa,WAIRAFA LAKE,"Wairafa, Lake","Wairafa, Lake",,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553401,-2210776,-10.844111,162.459268,10:50:39S,162:27:33E,58LBP2221100098,SC57-12,H,LK,,BP,0,,,,N,,,,LAKEWAIPIAPIA,Lake Waipiapia,Lake Waipiapia,WAIPIAPIA LAKE,"Waipiapia, Lake","Waipiapia, Lake",,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553400,-2210775,-10.271391,161.761937,10:16:17S,161:45:43E,57LZJ0255263280,SC57-12,H,STM,,BP,0,,,,N,,,,WAIPAINA,Waipaina,Waipaina,WAIPAINA,Waipaina,Waipaina,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553397,-2210772,-10.265572,161.523844,10:15:56S,161:31:26E,57LYJ7645964139,SC57-12,H,STM,,BP,0,,,,V,,,,WAIONIA,Waionia,Waionia,WAIONIA,Waionia,Waionia,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1553397,-2210771,-10.265572,161.523844,10:15:56S,161:31:26E,57LYJ7645964139,SC57-12,H,STM,,BP,0,,,,N,,,,WAIONEAO,Waioneao,Waioneao,WAIONEAO,Waioneao,Waioneao,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553394,-2210765,-10.258444,161.50337,10:15:30S,161:30:12E,57LYJ7422164945,SC57-12,H,STM,,BP,0,,,,N,,,,WAINBORONI,Wainboroni,Wainboroni,WAINBORONI,Wainboroni,Wainboroni,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553392,-2210763,-10.29101,161.55918,10:17:28S,161:33:33E,57LYJ8030961293,SC57-12,H,STM,,BP,0,,,,N,,,,WAINARII,Wainari’i,Wainari'i,WAINARII,Wainari’i,Wainari'i,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553392,-2210770,-10.29101,161.55918,10:17:28S,161:33:33E,57LYJ8030961293,SC57-12,H,STM,,BP,0,,,,V,,,,WAINURI,Wainuri,Wainuri,WAINURI,Wainuri,Wainuri,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1553391,-2210762,-10.2958,161.563637,10:17:45S,161:33:49E,57LYJ8079460759,SC57-12,H,STM,,BP,0,,,,N,,,,WAINARAHA,Wainaraha,Wainaraha,WAINARAHA,Wainaraha,Wainaraha,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553380,-2210751,-10.373246,161.691142,10:22:24S,161:41:28E,57LYJ9469652073,SC57-12,H,BAY,,BP,0,,,,V,,,,WAIMASICOVE,Waimasi Cove,Waimasi Cove,WAIMASICOVE,Waimasi Cove,Waimasi Cove,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1553380,-2210750,-10.373246,161.691142,10:22:24S,161:41:28E,57LYJ9469652073,SC57-12,H,BAY,,BP,0,,,,N,,,,WAIMASIBAY,Waimasi Bay,Waimasi Bay,WAIMASIBAY,Waimasi Bay,Waimasi Bay,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545772,-2201178,-10.546707,162.022281,10:32:48S,162:01:20E,58LAP7407832589,SC57-12,H,STM,,BP,0,,,,V,,,,GOGE,Goge,Goge,GOGE,Goge,Goge,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1545772,-2201095,-10.546707,162.022281,10:32:48S,162:01:20E,58LAP7407832589,SC57-12,H,STM,,BP,0,,,,N,,,,GHOGHO,Ghogho,Ghogho,GHOGHO,Ghogho,Ghogho,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545684,-2200999,-10.749932,162.063703,10:45:00S,162:03:49E,58LAP7882910134,SC57-12,H,STM,,BP,0,,,,N,,,,GHAHIGHA,Ghahigha,Ghahigha,GHAHIGHA,Ghahigha,Ghahigha,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545684,-2200914,-10.749932,162.063703,10:45:00S,162:03:49E,58LAP7882910134,SC57-12,H,STM,,BP,0,,,,V,,,,GAHIGA,Gahiga,Gahiga,GAHIGA,Gahiga,Gahiga,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1545475,-2200688,-10.209479,161.323384,10:12:34S,161:19:24E,57LYJ5453370512,SC57-12,H,STM,,BP,0,,,,N,,,,ETERIA,Eteria,Eteria,ETERIA,Eteria,Eteria,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1545471,-2200684,-10.264695,161.726086,10:15:53S,161:43:34E,57LYJ9862864055,SC57-12,H,STM,,BP,0,,,,N,,,,ETEETE,’Ete’ete,Ete'ete,ETEETE,’Ete’ete,Ete'ete,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550586,-2207198,-8.329024,159.560397,8:19:44S,159:33:37E,57LWL6170679284,SC57-03,H,STM,,BP,0,,,,N,,,,PEPEKO,Pepeko,Pepeko,PEPEKO,Pepeko,Pepeko,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550585,-2207197,-8.301915,159.726248,8:18:07S,159:43:34E,57LWL7997482252,SC57-03,H,STM,,BP,0,,,,N,,,,PEPEKO,Pepeko,Pepeko,PEPEKO,Pepeko,Pepeko,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550514,-2207102,-8.40344,159.639882,8:24:12S,159:38:24E,57LWL7044571043,SC57-03,H,STM,,BP,0,,,,N,,,,PATULOSI,Patulosi,Patulosi,PATULOSI,Patulosi,Patulosi,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550500,-2207084,-8.379903,159.643253,8:22:48S,159:38:36E,57LWL7082073645,SC57-03,H,STM,,BP,0,,,,N,,,,PATAHITA,Patahita,Patahita,PATAHITA,Patahita,Patahita,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550489,-2207071,-8.468074,159.807568,8:28:05S,159:48:27E,57LWL8889263863,SC57-03,H,STM,,BP,0,,,,N,,,,PASAGHU,Pasaghu,Pasaghu,PASAGHU,Pasaghu,Pasaghu,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550448,-2207017,-8.141591,159.587846,8:08:30S,159:35:16E,57LWM6475900002,SC57-03,H,STM,,BP,0,,,,N,,,,PAPHAJA,Paphaja,Paphaja,PAPHAJA,Paphaja,Paphaja,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552145,-2209207,-9.587197,159.650881,9:35:14S,159:39:03E,57LWK7142340160,SC57-07,H,STM,,BP,0,,,,N,,Tangarare,,TANGARARERIVER,Tangarare River,Tangarare River,TANGARARERIVER,Tangarare River,Tangarare River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552145,-2209204,-9.587197,159.650881,9:35:14S,159:39:03E,57LWK7142340160,SC57-07,H,STM,,BP,0,,,,V,,,,TANGARARARIVER,Tangarara River,Tangarara River,TANGARARARIVER,Tangarara River,Tangarara River,,2010-11-16,"1,2,3,4,5",,,,1993-09-01,,
5,-1552078,-2209121,-9.266867,159.665029,9:16:01S,159:39:54E,57LWK7304375575,SC57-07,H,STM,,BP,0,,,,N,,Tanagha,,TANAGHARIVER,Tanagha River,Tanagha River,TANAGHARIVER,Tanagha River,Tanagha River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552062,-2209097,-9.276837,159.645152,9:16:37S,159:38:43E,57LWK7085874477,SC57-07,H,STM,,BP,0,,,,N,,Tamburiu,,TAMBURIURIVER,Tamburiu River,Tamburiu River,TAMBURIURIVER,Tamburiu River,Tamburiu River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552030,-2209056,-9.338609,159.7073,9:20:19S,159:42:26E,57LWK7767067634,SC57-07,H,STM,,BP,0,,,,N,,,,TAMBALAKOIVO,Tamba Lakoivo,Tamba Lakoivo,TAMBALAKOIVO,Tamba Lakoivo,Tamba Lakoivo,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551985,-2208997,-9.325897,159.736327,9:19:33S,159:44:11E,57LWK8086169033,SC57-07,H,STM,,BP,0,,,,N,,Talangia,,TALANGIARIVER,Talangia River,Talangia River,TALANGIARIVER,Talangia River,Talangia River,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550429,-2206993,-9.593306,161.556788,9:35:36S,161:33:24E,57LYK8064238508,SC57-08,H,STM,,BP,0,,,,N,,,,PAPALAHA,Papalaha,Papalaha,PAPALAHA,Papalaha,Papalaha,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550314,-2206832,-9.412802,161.19867,9:24:46S,161:11:55E,57LYK4144158751,SC57-08,H,CHNM,,BP,0,,,,N,,,,ORUHAIROUPASSAGE,Oruhairou Passage,Oruhairou Passage,ORUHAIROUPASSAGE,Oruhairou Passage,Oruhairou Passage,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550310,-2206828,-9.423549,161.224781,9:25:25S,161:13:29E,57LYK4430257544,SC57-08,H,STM,,BP,0,,,,N,,,,ORONOOU,Orono’ou,Orono'ou,ORONOOU,Orono’ou,Orono'ou,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550295,-2206807,-9.325353,161.221271,9:19:31S,161:13:17E,57LYK4398568411,SC57-08,H,STM,,BP,0,,,,N,,,,ORA,Ora,Ora,ORA,Ora,Ora,,2010-11-16,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552944,-2210211,-7.591873,158.580153,7:35:31S,158:34:49E,57MVM5368860798,SB57-14,H,STM,,BP,0,,,,N,,,,VARAGIA,Varagia,Varagia,VARAGIA,Varagia,Varagia,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550977,-2207679,-10.53918,161.940983,10:32:21S,161:56:28E,57LZJ2190633461,SC57-12,H,STM,,BP,0,,,,N,,,,RAVORIGHI,Ravorighi,Ravorighi,RAVORIGHI,Ravorighi,Ravorighi,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550977,-2207680,-10.53918,161.940983,10:32:21S,161:56:28E,57LZJ2190633461,SC57-12,H,STM,,BP,0,,,,V,,,,RAVORIGI,Ravorigi,Ravorigi,RAVORIGI,Ravorigi,Ravorigi,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1550976,-2207678,-10.586032,161.96754,10:35:10S,161:58:03E,57LZJ2476628246,SC57-12,H,STM,,BP,0,,,,N,,,,RAVORAHA,Ravoraha,Ravoraha,RAVORAHA,Ravoraha,Ravoraha,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550975,-2207677,-10.480917,161.97205,10:28:51S,161:58:19E,57LZJ2537039879,SC57-12,H,STM,,BP,0,,,,N,,,,RAVO,Ravo,Ravo,RAVO,Ravo,Ravo,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550975,-2207670,-10.480917,161.97205,10:28:51S,161:58:19E,57LZJ2537039879,SC57-12,H,STM,,BP,0,,,,V,,,,RAVERIVER,Rave River,Rave River,RAVERIVER,Rave River,Rave River,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1550955,-2207651,-10.242072,161.755623,10:14:31S,161:45:20E,57LZJ0188766531,SC57-12,H,STM,,BP,0,,,,V,,,,RAUNANGAGI,Raunangagi,Raunangagi,RAUNANGAGI,Raunangagi,Raunangagi,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1550955,-2207652,-10.242072,161.755623,10:14:31S,161:45:20E,57LZJ0188766531,SC57-12,H,STM,,BP,0,,,,N,,,,RAUNANGALI,Raunangali,Raunangali,RAUNANGALI,Raunangali,Raunangali,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550860,-2206325,-10.668018,162.199536,10:40:05S,162:11:58E,58LAP9361519341,SC57-12,H,STM,,BP,0,,,,V,,,,NINIGHOLO,Ninigholo,Ninigholo,NINIGHOLO,Ninigholo,Ninigholo,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1550860,-2207544,-10.668018,162.199536,10:40:05S,162:11:58E,58LAP9361519341,SC57-12,H,STM,,BP,0,,,,N,,,,RAHUTI,Rahuti,Rahuti,RAHUTI,Rahuti,Rahuti,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550788,-2207453,-10.457123,161.917805,10:27:26S,161:55:04E,57LZJ1945142568,SC57-12,H,STM,,BP,0,,,,N,,,,PUEPUE,Puepue,Puepue,PUEPUE,Puepue,Puepue,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550788,-2202539,-10.457123,161.917805,10:27:26S,161:55:04E,57LZJ1945142568,SC57-12,H,STM,,BP,0,,,,V,,,,KIRAKIRA,Kira Kira,Kira Kira,KIRAKIRA,Kira Kira,Kira Kira,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
5,-1550786,-2207450,-10.516907,161.722286,10:31:01S,161:43:20E,57LYJ9797236143,SC57-12,H,STM,,BP,0,,,,N,,,,PUAPUA,Puapua,Puapua,PUAPUA,Puapua,Puapua,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550703,-2207349,-10.369438,161.660893,10:22:10S,161:39:39E,57LYJ9138552522,SC57-12,H,STM,,BP,0,,,,N,,,,POIRA,Poira,Poira,POIRA,Poira,Poira,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550558,-2207163,-10.631107,162.145161,10:37:52S,162:08:43E,58LAP8762423372,SC57-12,H,STM,,BP,0,,,,N,,,,PEHURU,Pehuru,Pehuru,PEHURU,Pehuru,Pehuru,,2010-11-17,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550558,-2207162,-10.631107,162.145161,10:37:52S,162:08:43E,58LAP8762423372,SC57-12,H,STM,,BP,0,,,,V,,,,PEHURORIVER,Pehuro River,Pehuro River,PEHURORIVER,Pehuro River,Pehuro River,,2010-11-17,"1,2,3,4,5",,,,1993-09-01,,
