RC,UFI,UNI,LAT,LONG,DMS_LAT,DMS_LONG,MGRS,JOG,FC,DSG,PC,CC1,ADM1,POP,ELEV,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME_RO,FULL_NAME_RO,FULL_NAME_ND_RO,SORT_NAME_RG,FULL_NAME_RG,FULL_NAME_ND_RG,NOTE,MODIFY_DATE,DISPLAY,NAME_RANK,NAME_LINK,TRANSL_CD,NM_MODIFY_DATE,F_EFCTV_DT,F_TERM_DT
1,-1506353,9332354,-20,155,20:00:00S,155:00:00E,56KQC0924387269,SE56-16,H,SEA,,OS,0,,,BP,N,eng,,,CORALSEA,Coral Sea,Coral Sea,CORALSEA,Coral Sea,Coral Sea,,2007-06-15,"1,2,3,4,5,6,7,8,9",,,,2007-06-15,,
5,-2203522,-3049690,-6.916667,155.7,6:55:00S,155:42:00E,56MQT9837834616,SB56-12,H,CHNM,,PP,0,,,BP,N,,,,WESTERNENTRANCE,Western Entrance,Western Entrance,WESTERNENTRANCE,Western Entrance,Western Entrance,,2002-11-08,"1,2,3,4,5",1,,,2002-11-08,,
5,-1553275,-2210635,-9.866667,160.8,9:52:00S,160:48:00E,57LXK9738308798,SC57-08,H,CRKT,,BP,0,,,,N,,,,VUNIVATUCREEK,Vunivatu Creek,Vunivatu Creek,VUNIVATUCREEK,Vunivatu Creek,Vunivatu Creek,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552510,-2209649,-9.133333,159.816667,9:08:00S,159:49:00E,57LWK8973390305,SC57-07,H,SPNG,,BP,0,,,,N,,,,TOAKOMATA,Toakomata,Toakomata,TOAKOMATA,Toakomata,Toakomata,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549889,-2206251,-9.333333,159.633333,9:20:00S,159:38:00E,57LWK6954968233,SC57-07,H,SPNG,,BP,0,,,,N,,,,NGGURARA,Nggurara,Nggurara,NGGURARA,Nggurara,Nggurara,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546795,-2202384,-8.8,158.2,8:48:00S,158:12:00E,57LVL1201827165,SC57-02,H,STM,,BP,0,,,,N,,,,KELE,Kele,Kele,KELE,Kele,Kele,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1544967,-2199831,-8.05,158.966667,8:03:00S,158:58:00E,57LVM9632710174,SC57-02,H,SHOL,,BP,0,,,,N,,,,AYLENSHOAL,Aylen Shoal,Aylen Shoal,AYLENSHOAL,Aylen Shoal,Aylen Shoal,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546947,-2202581,-9.566667,159.65,9:34:00S,159:39:00E,57LWK7133142430,SC57-07,H,STM,,BP,0,,,,N,,Kochichi,,KOCHICHIRIVER,Kochichi River,Kochichi River,KOCHICHIRIVER,Kochichi River,Kochichi River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546932,-2202561,-9.283333,160.316667,9:17:00S,160:19:00E,57LXK4461873555,SC57-07,H,SHOL,,BP,0,,,,N,,,,KNOWLESPATCHES,Knowles Patches,Knowles Patches,KNOWLESPATCHES,Knowles Patches,Knowles Patches,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548097,-2204062,-9.533333,161.283333,9:32:00S,161:17:00E,57LYK5065545356,SC57-08,H,STM,,BP,0,,,,N,,,,MAANAORUA,Ma’ana’orua,Ma'ana'orua,MAANAORUA,Ma’ana’orua,Ma'ana'orua,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552845,-2210082,-6.933333,156.7,6:56:00S,156:42:00E,57MTN4586033005,SB57-09,H,BAY,,BP,0,,,,V,,,,VAGARABAY,Vagara Bay,Vagara Bay,VAGARABAY,Vagara Bay,Vagara Bay,,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1552845,-2210087,-6.933333,156.7,6:56:00S,156:42:00E,57MTN4586033005,SB57-09,H,BAY,,BP,0,,,,N,,,,VAGHARABAY,Vaghara Bay,Vaghara Bay,VAGHARABAY,Vaghara Bay,Vaghara Bay,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552837,-2210074,-9.4,160.283333,9:24:00S,160:17:00E,57LXK4090960667,SC57-07,H,STM,,BP,0,,,,N,,Vaeavo,,VAEAVORIVER,Vaeavo River,Vaeavo River,VAEAVORIVER,Vaeavo River,Vaeavo River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548578,-2204702,-9.666667,160.25,9:40:00S,160:15:00E,57LXK3714231190,SC57-07,H,STM,,BP,0,,,,N,,Matangga,,MATANGGARIVER,Matangga River,Matangga River,MATANGGARIVER,Matangga River,Matangga River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547298,-2202999,-9.4,159.716667,9:24:00S,159:43:00E,57LWK7868560844,SC57-07,H,STM,,BP,0,,,,N,,Kombahea,,KOMBAHEARIVER,Kombahea River,Kombahea River,KOMBAHEARIVER,Kombahea River,Kombahea River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547089,-2202759,-9.766667,160.7,9:46:00S,160:42:00E,57LXK8647019916,SC57-08,H,STM,,BP,0,,,,N,,Kolochirangga,,KOLOCHIRANGGARIVER,Kolochirangga River,Kolochirangga River,KOLOCHIRANGGARIVER,Kolochirangga River,Kolochirangga River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547080,-2202750,-8.283333,159.716667,8:17:00S,159:43:00E,57LWL7892384308,SC57-03,H,STM,,BP,0,,,,N,,,,KOLOBIO,Kolobi’o,Kolobi'o,KOLOBIO,Kolobi’o,Kolobi'o,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551838,-2208814,-9.65,161.483333,9:39:00S,161:29:00E,57LYK7252932294,SC57-08,H,INLT,,BP,0,,,,N,,,,SUUMWAIMWEI,Su’umwaimwei,Su'umwaimwei,SUUMWAIMWEI,Su’umwaimwei,Su'umwaimwei,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551827,-2208802,-9.783333,161.933333,9:47:00S,161:56:00E,57LZK2182417142,SC57-08,H,HBR,,BP,0,,,,N,,,,SUUHASIMO,Su’u Hasimo,Su'u Hasimo,SUUHASIMO,Su’u Hasimo,Su'u Hasimo,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551823,-2208797,-9.166667,160.933333,9:10:00S,160:56:00E,57LYK1244186150,SC57-08,H,STM,,BP,0,,,,N,,,,SUU,Su’u,Su'u,SUU,Su’u,Su'u,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553512,-2210928,-9.433333,159.95,9:26:00S,159:57:00E,57LXK0429657097,SC57-07,H,STM,,BP,0,,,,N,,,,WRIGHTCREEK,Wright Creek,Wright Creek,WRIGHTCREEK,Wright Creek,Wright Creek,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553512,-2210208,-9.433333,159.95,9:26:00S,159:57:00E,57LXK0429657097,SC57-07,H,STM,,BP,0,,,,V,,,,VARACREEK,Vara Creek,Vara Creek,VARACREEK,Vara Creek,Vara Creek,,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1553510,-2210923,-9.25,161.25,9:15:00S,161:15:00E,57LYK4719576728,SC57-08,H,STM,,BP,0,,,,N,,,,WORAITARI,Woraitari,Woraitari,WORAITARI,Woraitari,Woraitari,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553508,-2210921,-9.116667,160.183333,9:07:00S,160:11:00E,57LXK3003292037,SC57-07,H,RF,,BP,0,,,,N,,,,WOODFORDREEF,Woodford Reef,Woodford Reef,WOODFORDREEF,Woodford Reef,Woodford Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548884,-2205037,-8.3,157.766667,8:18:00S,157:46:00E,57LUL6417982325,SC57-02,H,STM,,BP,0,,,,N,,,,MBEU,Mbeu,Mbeu,MBEU,Mbeu,Mbeu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551041,-2207767,-8.4,157.333333,8:24:00S,157:20:00E,57LUL1649371091,SC57-01,H,STM,,BP,0,,,,N,,,,REZO,Rezo,Rezo,REZO,Rezo,Rezo,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548586,-2204715,-9.316667,161.15,9:19:00S,161:09:00E,57LYK3615969420,SC57-08,H,STM,,BP,0,,,,N,,,,MATARIWAI,Matariwai,Matariwai,MATARIWAI,Matariwai,Matariwai,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550379,-2206926,-9.55,160.383333,9:33:00S,160:23:00E,57LXK5182544036,SC57-07,H,STM,,BP,0,,,,N,,,,PAKALU,Pakalu,Pakalu,PAKALU,Pakalu,Pakalu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550377,-2206924,-8.083333,156.8,8:05:00S,156:48:00E,57LTM5755405835,SC57-01,H,CHNM,,BP,0,,,,N,,,,PAISAVOPASSAGE,Paisavo Passage,Paisavo Passage,PAISAVOPASSAGE,Paisavo Passage,Paisavo Passage,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547614,-2203396,-7.516667,158.433333,7:31:00S,158:26:00E,57MVM3748169094,SB57-14,H,STM,,BP,0,,,,N,,,,KURETE,Kurete,Kurete,KURETE,Kurete,Kurete,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547156,-2202832,-7.683333,158.566667,7:41:00S,158:34:00E,57MVM5221050686,SB57-14,H,CHNM,,BP,0,,,,N,,,,KOLOKOFAPASSAGE,Kolokofa Passage,Kolokofa Passage,KOLOKOFAPASSAGE,Kolokofa Passage,Kolokofa Passage,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553352,-2210717,-10.65,162.016667,10:39:00S,162:01:00E,58LAP7357221148,SC57-12,H,STM,,BP,0,,,,N,,,,WAIAI,Waiai,Waiai,WAIAI,Waiai,Waiai,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548298,-2204325,-9.1,161.216667,9:06:00S,161:13:00E,57LYK4363493346,SC57-08,H,STM,,BP,0,,,,N,,,,MAMARATA,Mamarata,Mamarata,MAMARATA,Mamarata,Mamarata,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548291,-2204316,-7.616667,158.75,7:37:00S,158:45:00E,57MVM7242558072,SB57-14,H,STM,,BP,0,,,,N,,,,MAMAGHI,Mamaghi,Mamaghi,MAMAGHI,Mamaghi,Mamaghi,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548280,-2204302,-6.783333,156.483333,6:47:00S,156:29:00E,57MTN2181849481,SB57-09,H,STM,,BP,0,,,,N,,,,MALUKU,Maluku,Maluku,MALUKU,Maluku,Maluku,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553049,-2210345,-9.716667,160.466667,9:43:00S,160:28:00E,57LXK6089425566,SC57-07,H,STM,,BP,0,,,,N,,Vatusinahava,,VATUSINAHAVARIVER,Vatusinahava River,Vatusinahava River,VATUSINAHAVARIVER,Vatusinahava River,Vatusinahava River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551883,-2208872,-8.383333,159.55,8:23:00S,159:33:00E,57LWL6055273281,SC57-03,H,STM,,BP,0,,,,N,,,,TADAI,Tadai,Tadai,TADAI,Tadai,Tadai,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547169,-2202847,-9.733333,160.5,9:44:00S,160:30:00E,57LXK6454323707,SC57-08,H,STM,,BP,0,,,,N,,Kololachu,,KOLOLACHURIVER,Kololachu River,Kololachu River,KOLOLACHURIVER,Kololachu River,Kololachu River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551935,-2208939,-8.283333,159.7,8:17:00S,159:42:00E,57LWL7708784311,SC57-03,H,STM,,BP,0,,,,N,,,,TAKAHIRA,Takahira,Takahira,TAKAHIRA,Takahira,Takahira,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549503,-2205787,-9.75,160.55,9:45:00S,160:33:00E,57LXK7002121839,SC57-08,H,STM,,BP,0,,,,N,,Na Papa,,NAPAPARIVER,Na Papa River,Na Papa River,NAPAPARIVER,Na Papa River,Na Papa River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547650,-2203439,-9.166667,160.933333,9:10:00S,160:56:00E,57LYK1244186150,SC57-08,H,STM,,BP,0,,,,N,,,,KWAIAIMELA,Kwai’aimela,Kwai'aimela,KWAIAIMELA,Kwai’aimela,Kwai'aimela,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547640,-2203428,-8.583333,160.75,8:35:00S,160:45:00E,57LXL9259350774,SC57-04,H,STM,,BP,0,,,,N,,,,KWAAREBAITA,Kwaare Baita,Kwaare Baita,KWAAREBAITA,Kwaare Baita,Kwaare Baita,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550721,-2207369,-8.4,159.683333,8:24:00S,159:41:00E,57LWL7522971416,SC57-03,H,STM,,BP,0,,,,N,,,,POMO,Pomo,Pomo,POMO,Pomo,Pomo,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553033,-2210326,-9.583333,159.9,9:35:00S,159:54:00E,57LWK9876340526,SC57-07,H,STM,,BP,0,,,,N,,Vatungorichu,,VATUNGORICHURIVER,Vatungorichu River,Vatungorichu River,VATUNGORICHURIVER,Vatungorichu River,Vatungorichu River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553023,-2210315,-8.866667,160.033333,8:52:00S,160:02:00E,57LXL1362519731,SC57-03,H,RF,,BP,0,,,,N,,,,VATUMBUGHOROMATEREEF,Vatumbughoromate Reef,Vatumbughoromate Reef,VATUMBUGHOROMATEREEF,Vatumbughoromate Reef,Vatumbughoromate Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546401,-2201890,-9.683333,160.183333,9:41:00S,160:11:00E,57LXK2982029373,SC57-07,H,STM,,BP,0,,,,N,,,,INA,Ina,Ina,INA,Ina,Ina,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549872,-2206233,-8.55,157.816667,8:33:00S,157:49:00E,57LUL6976954698,SC57-02,H,STM,,BP,0,,,,N,,,,NGGOVARAVAHU,Nggovaravahu,Nggovaravahu,NGGOVARAVAHU,Nggovaravahu,Nggovaravahu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549867,-2206228,-8.283333,157.366667,8:17:00S,157:22:00E,57LUL2011184010,SC57-01,H,BAY,,BP,0,,,,N,,,,NGGOROBAY,Nggoro Bay,Nggoro Bay,NGGOROBAY,Nggoro Bay,Nggoro Bay,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549114,-2205292,-9.7,160.65,9:42:00S,160:39:00E,57LXK8102027317,SC57-08,H,STM,,BP,0,,,,N,,Mbutihasi,,MBUTIHASIRIVER,Mbutihasi River,Mbutihasi River,MBUTIHASIRIVER,Mbutihasi River,Mbutihasi River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552965,-2210236,-8.4,157.366667,8:24:00S,157:22:00E,57LUL2016471107,SC57-01,H,STM,,BP,0,,,,N,,,,VARU,Varu,Varu,VARU,Varu,Varu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552961,-2210231,-9.916667,160.633333,9:55:00S,160:38:00E,57LXK7907403361,SC57-08,H,STM,,BP,0,,,,N,,Varihina,,VARIHINARIVER,Varihina River,Varihina River,VARIHINARIVER,Varihina River,Varihina River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550365,-2206907,-9.016667,160.166667,9:01:00S,160:10:00E,57LXL2823603101,SC57-07,H,STM,,BP,0,,,,N,,Paharavu,,PAHARAVURIVER,Paharavu River,Paharavu River,PAHARAVURIVER,Paharavu River,Paharavu River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550364,-2206906,-9.383333,159.766667,9:23:00S,159:46:00E,57LWK8417962675,SC57-07,H,STM,,BP,0,,,,N,,Pahara,,PAHARARIVER,Pahara River,Pahara River,PAHARARIVER,Pahara River,Pahara River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546650,-2202210,-8.383333,159.566667,8:23:00S,159:34:00E,57LWL6238873279,SC57-03,H,STM,,BP,0,,,,N,,,,KAOLO,Kaolo,Kaolo,KAOLO,Kaolo,Kaolo,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548643,-2204784,-9.333333,160.25,9:20:00S,160:15:00E,57LXK3727568052,SC57-07,H,SHOL,,BP,0,,,,N,,,,MAXWELLSHOAL,Maxwell Shoal,Maxwell Shoal,MAXWELLSHOAL,Maxwell Shoal,Maxwell Shoal,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548639,-2204780,-9.116667,159.783333,9:07:00S,159:47:00E,57LWK8607492156,SC57-07,H,STM,,BP,0,,,,N,,,,MAVULU,Mavulu,Mavulu,MAVULU,Mavulu,Mavulu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553411,-2210786,-9.3,161.116667,9:18:00S,161:07:00E,57LYK3250771286,SC57-08,H,STM,,BP,0,,,,N,,,,WAIRAHITA,Wairahita,Wairahita,WAIRAHITA,Wairahita,Wairahita,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1548029,-2203961,-8.683333,160.866667,8:41:00S,160:52:00E,57LYL0538339652,SC57-04,H,STM,,BP,0,,,,N,,,,LUASALA,Luasala,Luasala,LUASALA,Luasala,Luasala,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553432,-2210813,-9.216667,161.233333,9:13:00S,161:14:00E,57LYK4538680427,SC57-08,H,STM,,BP,0,,,,N,,,,WAITAHU,Waitahu,Waitahu,WAITAHU,Waitahu,Waitahu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547117,-2202789,-9.666667,160.366667,9:40:00S,160:22:00E,57LXK4994431141,SC57-07,H,STM,,BP,0,,,,N,,,,KOLOHAIRARA,Kolohairara,Kolohairara,KOLOHAIRARA,Kolohairara,Kolohairara,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552832,-2210067,-8.666667,157.35,8:40:00S,157:21:00E,57LUL1845541606,SC57-01,H,STM,,BP,0,,,,N,,,,UZIVUTO,Uzivutō,Uzivuto,UZIVUTO,Uzivutō,Uzivuto,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549153,-2205341,-9,160.116667,9:00:00S,160:07:00E,57LXL2274504961,SC57-03,H,RF,,BP,0,,,,N,,,,MIDREEF,Mid Reef,Mid Reef,MIDREEF,Mid Reef,Mid Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549151,-2205338,-12.583333,160.5,12:35:00S,160:30:00E,57LXG6294608476,SD57-03,H,RF,,BP,0,,,,N,,,,MIDDLEREEF,Middle Reef,Middle Reef,MIDDLEREEF,Middle Reef,Middle Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549151,-2205337,-12.583333,160.5,12:35:00S,160:30:00E,57LXG6294608476,SD57-03,H,RF,,BP,0,,,,V,,,,MIDDLEINDISPENSABLEREEF,Middle Indispensable Reef,Middle Indispensable Reef,MIDDLEINDISPENSABLEREEF,Middle Indispensable Reef,Middle Indispensable Reef,,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1549333,-2205588,-9.75,160.55,9:45:00S,160:33:00E,57LXK7002121839,SC57-08,H,STM,,BP,0,,,,N,,Na Henja,,NAHENJARIVER,Na Henja River,Na Henja River,NAHENJARIVER,Na Henja River,Na Henja River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549076,-2205252,-9.4,160.333333,9:24:00S,160:20:00E,57LXK4640060646,SC57-07,H,CRKT,,BP,0,,,,N,,,,MBUMBULGHACREEK,Mbumbulgha Creek,Mbumbulgha Creek,MBUMBULGHACREEK,Mbumbulgha Creek,Mbumbulgha Creek,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546638,-2202198,-9.583333,159.966667,9:35:00S,159:58:00E,57LXK0607940506,SC57-07,H,STM,,BP,0,,,,N,,Kanjahe,,KANJAHERIVER,Kanjahe River,Kanjahe River,KANJAHERIVER,Kanjahe River,Kanjahe River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546637,-2202194,-6.883333,156.633333,6:53:00S,156:38:00E,57MTN3846238501,SB57-09,H,STM,,BP,0,,,,N,,,,KANGGONO,Kanggono,Kanggono,KANGGONO,Kanggono,Kanggono,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1546637,-2202191,-6.883333,156.633333,6:53:00S,156:38:00E,57MTN3846238501,SB57-09,H,STM,,BP,0,,,,V,,,,KANGGANO,Kanggano,Kanggano,KANGGANO,Kanggano,Kanggano,,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1551376,-2208209,-8.316667,157.35,8:19:00S,157:21:00E,57LUL1829080315,SC57-01,H,HBR,,BP,0,,,,N,,,,SASAVELEANCHORAGE,Sasavele Anchorage,Sasavele Anchorage,SASAVELEANCHORAGE,Sasavele Anchorage,Sasavele Anchorage,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551812,-2208786,-9.533333,160.55,9:32:00S,160:33:00E,57LXK7013045802,SC57-08,H,STMD,,BP,0,,,,N,,Susu,,SUSURIVER,Susu River,Susu River,SUSURIVER,Susu River,Susu River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549710,-2206039,-8,158.166667,8:00:00S,158:10:00E,57MVM0816415609,SB57-14,H,SD,,BP,0,,,,N,,,,NEWGEORGIASOUND,New Georgia Sound,New Georgia Sound,NEWGEORGIASOUND,New Georgia Sound,New Georgia Sound,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1549710,-2208508,-8,158.166667,8:00:00S,158:10:00E,57MVM0816415609,SB57-14,H,SD,,BP,0,,,,V,,,,THESLOT,The Slot,The Slot,SLOT THE,"Slot, The","Slot, The",,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1552783,-2210004,-9.883333,160.6,9:53:00S,160:36:00E,57LXK7543707066,SC57-08,H,STM,,BP,0,,,,N,,Unggeva,,UNGGEVARIVER,Unggeva River,Unggeva River,UNGGEVARIVER,Unggeva River,Unggeva River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551861,-2208845,-9.116667,160.166667,9:07:00S,160:10:00E,57LXK2820092043,SC57-07,H,RF,,BP,0,,,,N,,,,SYLVIAREEF,Sylvia Reef,Sylvia Reef,SYLVIAREEF,Sylvia Reef,Sylvia Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547006,-2202648,-8.016667,159.433333,8:01:00S,159:26:00E,57LWM4775113834,SC57-03,H,RF,,BP,0,,,,N,,,,KOKODOREEF,Kokodo Reef,Kokodo Reef,KOKODOREEF,Kokodo Reef,Kokodo Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551585,-2208485,-9.8,160.033333,9:48:00S,160:02:00E,57LXK1332316526,SC57-07,H,STM,,BP,0,,,,N,,Sisi,,SISIRIVER,Sisi River,Sisi River,SISIRIVER,Sisi River,Sisi River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1553366,-2210735,-9.316667,161.166667,9:19:00S,161:10:00E,57LYK3799069409,SC57-08,H,STM,,BP,0,,,,N,,,,WAIKARI,Waikari,Waikari,WAIKARI,Waikari,Waikari,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550760,-2207421,-7.266667,157.033333,7:16:00S,157:02:00E,57MTM8286496300,SB57-13,H,BAY,,BP,0,,,,V,,,,POROKUZOBAY,Porokuzo Bay,Porokuzo Bay,POROKUZOBAY,Porokuzo Bay,Porokuzo Bay,,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1550760,-2207420,-7.266667,157.033333,7:16:00S,157:02:00E,57MTM8286496300,SB57-13,H,BAY,,BP,0,,,,N,,,,POROKOZOBAY,Porokozo Bay,Porokozo Bay,POROKOZOBAY,Porokozo Bay,Porokozo Bay,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1552919,-2210176,-6.816667,156.55,6:49:00S,156:33:00E,57MTN2921045830,SB57-09,H,STM,,BP,0,,,,V,,,,VANGAMOLI,Vangamoli,Vangamoli,VANGAMOLI,Vangamoli,Vangamoli,,1994-01-05,"1,2,3,4,5",,,,1993-09-01,,
5,-1552919,-2210175,-6.816667,156.55,6:49:00S,156:33:00E,57MTN2921045830,SB57-09,H,STM,,BP,0,,,,N,,,,VANGAMOLE,Vangamole,Vangamole,VANGAMOLE,Vangamole,Vangamole,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547231,-2202913,-9.733333,160.3,9:44:00S,160:18:00E,57LXK4260023797,SC57-07,H,STM,,BP,0,,,,N,,Kolopaopao,,KOLOPAOPAORIVER,Kolopaopao River,Kolopaopao River,KOLOPAOPAORIVER,Kolopaopao River,Kolopaopao River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547223,-2202905,-9.783333,160.116667,9:47:00S,160:07:00E,57LXK2246918340,SC57-07,H,STM,,BP,0,,,,N,,Kolonggulai,,KOLONGGULAIRIVER,Kolonggulai River,Kolonggulai River,KOLONGGULAIRIVER,Kolonggulai River,Kolonggulai River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551968,-2208977,-9.433333,160,9:26:00S,160:00:00E,57LXK0978557082,SC57-07,H,STM,,BP,0,,,,N,,Takuru,,TAKURURIVER,Takuru River,Takuru River,TAKURURIVER,Takuru River,Takuru River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550197,-2206683,-9.3,161.166667,9:18:00S,161:10:00E,57LYK3800271253,SC57-08,H,STM,,BP,0,,,,N,,,,OITOTOA,Oitotoa,Oitotoa,OITOTOA,Oitotoa,Oitotoa,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1547660,-2203450,-8.716667,160.683333,8:43:00S,160:41:00E,57LXL8518936060,SC57-04,H,STM,,BP,0,,,,N,,,,KWAILAMASU,Kwailamasu,Kwailamasu,KWAILAMASU,Kwailamasu,Kwailamasu,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550885,-2207574,-8.333333,157.316667,8:20:00S,157:19:00E,57LUL1462678457,SC57-01,H,BAY,,BP,0,,,,N,,,,RANGGOBAY,Ranggo Bay,Ranggo Bay,RANGGOBAY,Ranggo Bay,Ranggo Bay,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1551989,-2209003,-9.466667,160.283333,9:28:00S,160:17:00E,57LXK4088253294,SC57-07,H,STMA,,BP,0,,,,N,,Talaura,,TALAURARIVER,Talaura River,Talaura River,TALAURARIVER,Talaura River,Talaura River,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
5,-1550175,-2206659,-9.483333,161.25,9:29:00S,161:15:00E,57LYK4703050912,SC57-08,H,RF,,BP,0,,,,N,,,,OIMARAREEF,Oimara Reef,Oimara Reef,OIMARAREEF,Oimara Reef,Oimara Reef,,1994-01-05,"1,2,3,4,5",1,,,1993-09-01,,
